Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.72 B,50.39,7.74,1.61,,3.89%,11.95%,28.28%,1.50
12M 2009,0.72 B,208.64,2.44,1.65,,14.57%,34.53%,17.01%,3.59
12M 2010,0.72 B,334.34,3.44,2.28,,17.06%,38.00%,22.56%,7.10
12M 2011,0.72 B,279.30,4.62,2.66,,12.87%,25.88%,16.69%,6.45
12M 2012,0.72 B,320.68,9.98,5.35,,13.89%,24.67%,18.87%,12.73
12M 2013,0.72 B,265.27,15.08,6.53,,13.94%,18.95%,17.23%,23.23
12M 2014,0.72 B,496.50,10.02,5.54,,19.58%,27.87%,27.33%,29.62
12M 2015,0.72 B,87.77,46.71,8.75,,4.31%,6.17%,7.05%,11.78
12M 2016,0.72 B,353.37,11.09,5.14,,10.70%,20.70%,17.70%,11.15
12M 2017,0.72 B,246.13,8.17,3.20,,6.74%,13.89%,9.20%,10.46
12M 2018,0.72 B,117.49,12.34,2.76,164.51 B,3.74%,6.63%,6.50%,3.58
12M 2019,0.72 B,177.54,8.03,2.51,213.40 B,5.48%,9.60%,8.70%,4.99
12M 2020,0.72 B,116.11,11.07,2.77,145.98 B,2.82%,6.21%,4.99%,5.49
12M 2021,0.72 B,210.65,6.05,2.16,210.14 B,7.38%,10.63%,7.83%,33.28
12M 2022,0.72 B,344.96,5.57,2.67,306.13 B,11.81%,15.88%,14.12%,95.27
12M 2023,0.72 B,181.14,8.92,2.93,184.40 B,5.83%,8.56%,8.02%,34.87
12M 2024,0.72 B,157.20,10.21,3.13,168.69 B,5.66%,7.50%,7.43%,25.92
