Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.22,2.14,0.96,2.7,0.0,0.0,0.48,0.36,1.68
12M 2009,1.55,1.48,1.11,2.88,0.0,0.0,0.75,0.38,1.85
12M 2010,2.04,1.97,1.25,2.9,0.0,0.0,1.03,0.43,1.86
12M 2011,1.61,1.55,1.54,3.06,0.0,0.0,0.71,0.5,2.05
12M 2012,2.65,2.56,1.64,3.18,0.0,0.0,1.01,0.52,2.17
12M 2013,2.0,1.91,1.35,2.86,0.0,0.0,1.05,0.47,1.85
12M 2014,1.61,1.52,1.43,2.97,0.0,0.0,1.2,0.48,1.96
12M 2015,1.98,1.91,2.39,4.18,0.0,0.0,1.73,0.57,3.17
12M 2016,1.32,1.24,2.25,4.05,0.0,0.0,2.06,0.55,3.05
12M 2017,1.53,1.46,2.12,4.1,0.0,0.0,1.73,0.52,2.99
12M 2018,1.66,1.6,2.34,4.31,0.0,0.0,2.0,0.54,3.17
12M 2019,2.4,2.27,2.71,5.02,0.0,0.0,2.32,0.54,3.89
12M 2020,1.47,1.4,2.7,5.75,0.0,0.0,2.41,0.47,4.57
12M 2021,1.69,1.59,2.8,5.3,0.0,0.0,2.36,0.53,4.15
12M 2022,1.27,1.19,2.04,4.45,0.0,0.0,1.66,0.46,3.33
12M 2023,1.09,1.0,1.81,4.08,0.0,0.0,1.62,0.44,2.98
12M 2024,1.21,1.1,1.58,3.74,0.0,0.0,1.28,0.42,2.63
