Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,10.14,,21.08,,8.24,,0.67,2.7,2.7,2.22
12M 2009,74.23,32.13,83.31,23.05,4.92,5.27,11.36,9.97,3.19,3.14,0.31,0.33,2.37,2.37,1.55
12M 2010,60.17,21.58,66.04,15.71,6.07,5.44,16.91,17.06,3.72,3.63,0.42,0.43,1.78,1.78,2.04
12M 2011,60.9,18.43,58.09,21.24,5.99,5.97,19.81,16.93,6.23,6.38,0.47,0.46,2.33,2.33,1.61
12M 2012,67.63,27.58,71.61,23.6,5.4,6.57,13.24,14.39,7.92,7.19,0.36,0.34,1.28,1.28,2.65
12M 2013,53.43,23.12,59.49,17.06,6.83,6.28,15.79,13.64,9.81,10.34,0.38,0.36,2.16,2.16,2.0
12M 2014,58.93,28.82,70.22,17.53,6.19,6.27,12.67,10.6,8.7,9.1,0.29,0.28,2.65,2.65,1.61
12M 2015,56.88,33.79,71.7,18.97,6.42,5.1,10.8,8.53,8.2,7.95,0.23,0.22,1.18,1.18,1.98
12M 2016,87.28,58.7,97.13,48.85,4.18,4.13,6.22,6.2,15.65,17.61,0.18,0.18,2.17,2.17,1.32
12M 2017,75.41,58.04,89.2,44.25,4.84,4.88,6.29,5.75,25.04,24.38,0.21,0.2,1.34,1.34,1.53
12M 2018,53.29,46.04,79.05,20.28,6.85,6.25,7.93,8.76,22.46,26.59,0.24,0.23,1.65,1.65,1.66
12M 2019,49.74,34.13,58.29,25.58,7.34,6.15,10.69,8.6,34.17,33.19,0.26,0.24,1.48,1.48,2.4
12M 2020,62.01,44.27,73.75,32.53,5.89,5.46,8.24,7.64,29.58,32.81,0.19,0.18,1.74,1.74,1.47
12M 2021,52.39,47.67,86.51,13.55,6.97,6.41,7.66,7.4,30.75,30.85,0.23,0.24,1.91,1.91,1.69
12M 2022,43.27,35.61,65.16,13.72,8.44,6.81,10.25,9.65,40.84,43.0,0.36,0.32,5.93,5.93,1.27
12M 2023,55.16,35.54,73.01,17.69,6.62,6.55,10.27,9.4,34.95,35.06,0.31,0.31,17.84,17.84,1.09
12M 2024,53.79,35.19,78.56,10.42,6.79,6.74,10.37,10.18,27.49,24.38,0.31,0.31,7.55,7.55,1.21
