Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,"4,214 B","(2,794 B)","1,420 B",425.98
12M 2009,720 B,"(2,117 B)","(1,397 B)",-419.27
12M 2010,791 B,"(1,924 B)","(1,134 B)",-340.17
12M 2011,"1,283 B","(1,417 B)",(134 B),-40.33
12M 2012,"2,025 B","(2,343 B)",(317 B),-95.25
12M 2013,"3,192 B","(2,777 B)",416 B,124.71
12M 2014,"2,031 B","(2,333 B)",(302 B),-90.71
12M 2015,"1,536 B","(1,476 B)",60 B,17.88
12M 2016,600 B,"(1,187 B)",(586 B),-175.99
12M 2017,"6,026 B","(2,960 B)","3,065 B",172.91
12M 2018,"5,238 B","(3,556 B)","1,683 B",94.37
12M 2019,"5,732 B","(2,734 B)","2,998 B",167.36
12M 2020,"6,463 B","(2,696 B)","3,767 B",149.87
12M 2021,"6,610 B","(1,587 B)","5,023 B",199.84
12M 2022,"17,407 B","(4,187 B)","13,220 B",525.95
12M 2023,"11,166 B","(4,636 B)","6,530 B",259.77
12M 2024,"19,704 B","(6,135 B)","13,569 B",539.82
