Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.33 B,949.82,1.88,0.42,,14.60%,39.43%,43.18%,5.42
12M 2009,3.33 B,63.14,37.08,1.24,,1.10%,3.16%,4.26%,1.19
12M 2010,3.33 B,237.85,13.55,1.28,,3.87%,11.22%,6.78%,1.29
12M 2011,3.33 B,231.50,10.00,0.74,,3.29%,10.06%,12.68%,2.51
12M 2012,3.33 B,36.54,42.53,0.59,,0.47%,1.51%,13.02%,2.64
12M 2013,3.33 B,46.06,43.53,0.62,,0.50%,1.42%,12.65%,3.19
12M 2014,3.33 B,37.76,96.11,1.29,,0.37%,1.11%,7.45%,2.25
12M 2015,3.33 B,-756.05,-1.00,0.30,,-6.28%,-26.22%,3.95%,1.16
12M 2016,3.33 B,737.79,1.71,0.52,,5.09%,20.62%,5.84%,1.44
12M 2017,17.73 B,95.95,9.02,1.24,,2.43%,9.99%,8.09%,1.91
12M 2018,17.83 B,-41.00,-16.24,0.68,"8,358.81 B",-0.96%,-4.14%,11.95%,2.49
12M 2019,17.92 B,-21.59,-38.95,0.74,"9,401.11 B",-0.46%,-2.33%,7.66%,1.44
12M 2020,25.14 B,-109.59,-5.38,0.93,"8,010.80 B",-3.31%,-19.04%,3.58%,0.60
12M 2021,25.14 B,26.77,17.41,0.62,"9,753.60 B",0.83%,4.39%,8.84%,1.79
12M 2022,25.14 B,314.18,3.23,0.74,"23,684.77 B",7.31%,32.53%,19.90%,3.95
12M 2023,25.14 B,200.68,5.76,0.85,"19,138.92 B",4.37%,17.87%,13.43%,2.87
12M 2024,25.14 B,231.64,4.75,0.73,"20,163.38 B",4.55%,17.01%,11.52%,2.33
