Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.51,1.2,3.2,6.8,0.0,0.0,3.17,0.47,5.8
12M 2009,1.3,0.97,3.69,8.83,0.0,0.0,3.61,0.42,7.65
12M 2010,1.52,1.09,3.51,6.52,0.0,0.0,0.0,0.54,5.37
12M 2011,0.65,0.46,0.79,2.05,0.0,0.0,-0.07,0.38,0.98
12M 2012,5.86,4.13,0.0,1.13,0.0,0.0,-0.08,0.0,0.09
12M 2013,5.27,3.78,0.0,1.15,0.0,0.0,-0.15,0.0,0.11
12M 2014,5.61,3.82,0.0,1.16,0.0,0.0,-0.11,0.0,0.12
12M 2015,3.33,2.33,0.0,1.21,0.0,0.0,0.0,0.0,0.18
12M 2016,3.13,2.5,0.0,1.26,0.0,0.0,-0.02,0.0,0.23
12M 2017,3.11,2.5,0.0,1.28,0.0,0.0,-0.01,0.0,0.25
12M 2018,2.91,2.34,0.02,1.29,0.0,0.0,0.0,0.01,0.27
12M 2019,1.52,1.24,0.05,1.45,0.0,0.0,-0.04,0.03,0.38
12M 2020,1.67,1.28,0.0,1.29,0.0,0.0,-0.02,0.0,0.21
12M 2021,2.45,1.94,0.0,1.27,0.0,0.0,-0.01,0.0,0.2
12M 2022,1.89,1.49,0.0,1.34,0.0,0.0,-0.01,0.0,0.27
12M 2023,2.15,1.53,0.0,1.28,0.0,0.0,-0.04,0.0,0.2
12M 2024,1.76,1.37,0.05,1.34,0.0,0.0,0.0,0.04,0.26
