Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,2.36,,4.15,,0.93,,,3.27,3.27,1.51
12M 2009,265.98,131.1,117.64,131.1,1.37,1.29,2.78,2.87,0.59,0.59,0.33,0.33,3.05,3.05,1.3
12M 2010,201.85,103.76,91.1,214.51,1.81,1.98,3.52,3.16,0.75,0.76,0.45,0.46,3.38,3.38,1.52
12M 2011,160.71,102.14,64.24,198.61,2.27,2.47,3.57,3.46,0.63,0.47,0.39,0.32,-2.08,-2.08,0.65
12M 2012,125.17,98.37,41.3,182.24,2.92,3.17,3.71,3.34,0.59,0.59,0.37,0.36,1.48,1.48,5.86
12M 2013,99.12,98.2,33.55,163.77,3.68,4.3,3.72,3.6,0.65,0.64,0.41,0.41,1.52,1.52,5.27
12M 2014,106.01,114.32,35.08,185.25,3.44,3.3,3.19,2.89,0.61,0.61,0.39,0.39,1.38,1.38,5.61
12M 2015,155.41,98.75,36.59,217.57,2.35,2.15,3.7,4.11,0.55,0.54,0.36,0.36,1.68,1.68,3.33
12M 2016,160.27,61.44,35.44,186.27,2.28,2.6,5.94,6.26,0.63,0.64,0.43,0.45,2.44,2.44,3.13
12M 2017,173.62,47.11,39.68,181.05,2.1,2.09,7.75,7.79,0.64,,0.45,0.45,2.26,2.26,3.11
12M 2018,172.33,44.54,37.96,178.91,2.12,2.01,8.19,8.38,0.74,0.77,0.5,0.51,2.38,2.38,2.91
12M 2019,171.64,43.01,37.55,177.1,2.13,2.39,8.49,7.99,0.76,0.91,0.5,0.57,5.12,5.12,1.52
12M 2020,169.02,51.08,55.89,164.21,2.16,3.24,7.15,8.57,0.57,0.58,0.39,0.42,5.09,5.09,1.67
12M 2021,108.69,35.78,47.16,97.31,3.36,3.05,10.2,10.43,1.48,0.77,0.55,0.56,3.53,3.53,2.45
12M 2022,122.48,37.07,53.33,106.22,2.98,2.44,9.85,9.92,0.93,0.94,0.63,0.6,4.09,4.09,1.89
12M 2023,128.25,45.59,59.65,114.19,2.85,3.51,8.01,7.98,0.86,0.87,0.55,0.57,4.12,4.12,2.15
12M 2024,102.81,43.95,50.97,95.79,3.55,3.19,8.31,8.55,0.93,0.94,0.61,0.6,4.77,4.77,1.76
