Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,3.34 B,3.79,0.00,0.00,,0.50%,3.40%,1.15%,
12M 2014,4.24 B,1.08,132.41,1.89,,0.11%,0.97%,0.25%,
12M 2015,5.23 B,0.75,112.00,1.08,,0.09%,0.69%,0.15%,
12M 2016,5.26 B,0.64,142.19,1.28,,0.08%,0.59%,0.15%,
12M 2017,5.26 B,-1.58,-145.57,3.37,,-0.21%,-1.47%,-0.18%,
12M 2018,5.26 B,-5.92,-40.03,3.62,(57.51 B),-0.75%,-5.84%,-1.68%,
12M 2019,7.11 B,-35.01,-3.88,1.79,(270.13 B),-3.87%,-20.69%,-5.32%,
12M 2020,11.23 B,-15.75,-12.95,5.30,(122.36 B),-1.79%,-9.31%,-2.21%,
12M 2021,17.67 B,0.72,230.56,5.39,71.39 B,0.09%,0.43%,0.08%,
12M 2022,27.65 B,3.74,24.06,3.16,171.53 B,0.57%,2.48%,0.57%,
12M 2023,37.78 B,4.85,17.11,2.48,258.47 B,0.95%,3.41%,0.94%,
12M 2024,47.86 B,4.51,15.96,2.52,369.60 B,1.08%,3.87%,1.42%,
