Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.00 B,128.26,14.19,3.35,,23.14%,40.89%,111.29%,21.52
12M 2009,3.00 B,29.65,45.53,5.18,,6.30%,8.75%,16.82%,3.56
12M 2010,3.00 B,50.10,37.33,6.27,,11.02%,12.95%,16.04%,16.39
12M 2011,3.00 B,48.71,18.68,2.73,,9.62%,11.42%,14.17%,255.00
12M 2012,3.00 B,43.11,18.33,2.74,,8.15%,9.38%,11.85%,129.31
12M 2013,3.00 B,42.34,13.23,1.59,,7.42%,8.61%,10.25%,114.29
12M 2014,3.00 B,55.09,14.34,2.05,,8.83%,10.30%,12.75%,225.64
12M 2015,3.00 B,87.97,15.35,2.82,,12.32%,14.54%,18.22%,338.90
12M 2016,3.00 B,112.05,16.96,3.08,,13.91%,16.29%,22.16%,473.81
12M 2017,3.00 B,134.39,13.36,2.33,,15.37%,18.33%,22.89%,6419.53
12M 2018,3.00 B,134.61,12.44,2.22,532.35 B,14.60%,17.49%,21.51%,312.56
12M 2019,3.00 B,102.27,10.27,1.39,445.75 B,10.43%,13.25%,17.45%,36.62
12M 2020,3.00 B,91.82,11.22,1.70,392.45 B,9.45%,11.21%,14.77%,131.86
12M 2021,3.00 B,126.94,7.84,1.48,500.54 B,12.16%,13.96%,17.31%,3539.82
12M 2022,3.00 B,174.36,9.18,1.99,659.84 B,15.34%,17.15%,20.93%,9628.91
12M 2023,3.00 B,198.54,8.06,2.09,741.90 B,15.27%,17.29%,20.97%,2472.65
12M 2024,3.00 B,59.50,20.17,2.63,263.32 B,4.91%,5.27%,5.94%,877.88
