Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,4.52,1.03,0.01,1.1,0.0,0.0,-0.05,0.01,0.1
12M 2009,12.68,5.01,0.0,1.05,0.0,0.0,-0.14,0.0,0.05
12M 2010,8.18,3.92,0.0,1.07,0.0,0.0,-0.17,0.0,0.07
12M 2011,3.74,0.89,0.0,1.08,0.0,0.0,-0.02,0.0,0.08
12M 2012,7.8,4.12,0.0,1.08,0.0,0.0,-0.15,0.0,0.08
12M 2013,3.03,1.93,0.0,1.24,0.0,0.0,-0.36,0.0,0.24
12M 2014,4.66,2.99,0.0,1.18,0.0,0.0,-0.33,0.0,0.18
12M 2015,5.19,3.06,0.0,1.08,0.0,0.0,-0.19,0.0,0.08
12M 2016,10.06,5.69,0.0,1.03,0.0,0.0,-0.1,0.0,0.03
12M 2017,2.54,1.36,0.06,1.24,0.0,0.0,0.01,0.05,0.24
12M 2018,2.11,1.73,0.3,1.44,0.0,0.0,-0.0,0.21,0.43
12M 2019,2.67,1.75,0.25,1.35,0.0,0.0,0.17,0.18,0.34
12M 2020,2.08,1.28,0.26,1.37,0.0,0.0,0.18,0.19,0.36
12M 2021,2.79,2.06,0.29,1.4,0.0,0.0,0.2,0.21,0.39
12M 2022,2.01,1.16,0.27,1.39,0.0,0.0,0.23,0.2,0.39
12M 2023,2.37,0.92,0.29,1.44,0.0,0.0,0.22,0.2,0.43
12M 2024,1.49,0.52,0.31,1.63,0.0,0.0,0.2,0.19,0.62
