Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,7.77,,0.55,,15.93,,0.19,0.81,0.81,4.52
12M 2009,110.53,1513.94,99.64,1524.83,3.3,3.82,0.24,0.25,11.83,33.66,0.1,0.1,0.27,0.27,12.68
12M 2010,86.9,1094.22,56.74,1124.38,4.2,3.31,0.33,0.36,50.22,57.67,0.13,0.13,0.37,0.37,8.18
12M 2011,109.56,1062.54,84.9,1087.2,3.33,3.19,0.34,0.35,28.47,18.67,0.12,0.11,0.7,0.7,3.74
12M 2012,81.89,439.44,39.93,481.4,4.46,3.01,0.83,0.8,59.08,66.61,0.29,0.27,0.74,0.74,7.8
12M 2013,187.23,1329.82,113.93,1403.12,1.95,2.34,0.27,0.28,21.33,22.69,0.13,0.13,0.36,0.36,3.03
12M 2014,54.62,477.77,34.35,498.04,6.68,7.01,0.76,0.71,42.85,47.95,0.31,0.33,0.65,0.65,4.66
12M 2015,136.16,1215.43,49.2,1302.39,2.68,3.15,0.3,0.33,16.3,17.38,0.1,0.1,0.32,0.32,5.19
12M 2016,95.78,747.33,,843.11,3.81,4.47,0.49,0.56,13.27,10.93,0.1,0.1,0.53,0.53,10.06
12M 2017,94.91,259.4,52.36,301.95,3.85,1.88,1.41,0.95,51.35,57.41,0.38,0.33,1.19,1.19,2.54
12M 2018,73.45,185.59,76.41,182.63,4.97,5.92,1.97,1.99,1.52,0.61,0.33,0.25,1.16,1.16,2.11
12M 2019,139.19,538.79,201.65,476.33,2.62,2.88,0.68,0.75,0.4,0.41,0.11,0.12,1.03,1.03,2.67
12M 2020,355.89,1015.52,210.56,1160.85,1.03,1.41,0.36,0.4,0.09,0.09,0.03,0.03,0.47,0.47,2.08
12M 2021,130.74,557.15,200.91,486.98,2.79,2.9,0.66,0.77,0.14,0.14,0.06,0.06,0.73,0.73,2.79
12M 2022,63.92,151.47,80.71,134.68,5.71,4.48,2.41,2.09,0.37,0.38,0.16,0.16,2.75,2.75,2.01
12M 2023,49.42,253.72,72.13,231.01,7.39,7.92,1.44,1.31,0.61,0.63,0.25,0.25,1.97,1.97,2.37
12M 2024,47.99,674.99,188.43,534.55,7.61,8.61,0.54,0.46,0.59,0.6,0.22,0.21,1.98,1.98,1.49
