Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(2 B),(0 B),(2 B),-7.50
12M 2009,0 B,(0 B),0 B,0.61
12M 2010,3 B,(0 B),3 B,9.33
12M 2011,1 B,(1 B),(0 B),-0.37
12M 2012,2 B,(0 B),2 B,6.83
12M 2013,27 B,,27 B,81.98
12M 2014,0 B,(0 B),0 B,0.97
12M 2015,(1 B),(0 B),(1 B),-2.86
12M 2016,4 B,,4 B,11.40
12M 2017,15 B,,15 B,46.92
12M 2018,50 B,(1 B),49 B,17.93
12M 2019,(17 B),(0 B),(17 B),-6.18
12M 2020,6 B,(0 B),6 B,2.08
12M 2021,22 B,,22 B,8.09
12M 2022,5 B,,5 B,2.00
12M 2023,32 B,,32 B,11.73
12M 2024,18 B,(1 B),18 B,6.43
