Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,6.56 B,60.70,3.01,0.92,,4.91%,9.96%,11.94%,
12M 2009,7.58 B,30.00,16.27,2.78,,2.66%,4.90%,2.86%,
12M 2010,15.17 B,25.67,13.67,3.14,,4.15%,7.94%,5.25%,58.00
12M 2011,15.17 B,21.42,25.26,3.77,,2.82%,6.36%,7.21%,20.47
12M 2012,15.17 B,38.84,20.60,3.65,,3.92%,10.54%,10.77%,17.83
12M 2013,15.17 B,64.40,11.65,2.24,,4.86%,15.32%,14.05%,14.10
12M 2014,15.17 B,87.36,14.31,2.99,,5.69%,17.87%,15.78%,6.73
12M 2015,15.33 B,83.73,17.44,2.98,,4.89%,15.27%,14.31%,4.96
12M 2016,15.43 B,55.87,23.89,3.06,,2.96%,9.39%,9.25%,3.27
12M 2017,18.56 B,48.19,24.59,3.41,,2.82%,6.69%,7.10%,2.94
12M 2018,18.56 B,63.87,15.81,2.44,"2,465.50 B",3.46%,8.25%,8.56%,2.94
12M 2019,18.56 B,62.39,16.67,2.54,"2,479.01 B",3.20%,7.54%,8.08%,2.40
12M 2020,18.56 B,71.16,13.84,2.27,"2,947.16 B",3.36%,8.61%,9.55%,2.14
12M 2021,18.56 B,93.50,10.37,1.85,"3,667.24 B",4.27%,10.23%,11.71%,2.71
12M 2022,18.56 B,100.34,9.37,1.91,"3,403.73 B",4.43%,10.05%,10.05%,2.86
12M 2023,18.54 B,99.60,11.75,2.35,"3,306.68 B",4.18%,9.21%,9.12%,2.44
12M 2024,18.54 B,114.71,8.54,1.62,"3,823.17 B",4.52%,9.73%,10.26%,2.54
