Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,2.58,255.71,2.58,255.71,99 B,85 B,184 B,180 B,62 B
12M 2014,2.06,242.33,2.06,242.33,75 B,56 B,131 B,130 B,36 B
12M 2015,3.55,225.15,3.55,225.15,69 B,33 B,102 B,97 B,19 B
12M 2016,3.95,212.58,3.95,212.58,106 B,9 B,115 B,114 B,(3 B)
12M 2017,5.07,190.26,5.07,190.26,147 B,,147 B,146 B,(18 B)
12M 2018,4.41,176.87,4.41,176.87,158 B,18 B,176 B,174 B,6 B
12M 2019,3.03,181.66,3.03,181.66,73 B,50 B,123 B,118 B,52 B
12M 2020,2.19,196.55,2.19,196.55,75 B,50 B,125 B,124 B,69 B
12M 2021,4.38,182.65,4.38,182.65,60 B,50 B,110 B,109 B,64 B
12M 2022,3.49,180.60,3.49,180.60,93 B,50 B,143 B,143 B,52 B
12M 2023,2.23,192.23,2.23,192.23,70 B,50 B,120 B,118 B,67 B
12M 2024,1.89,185.85,1.89,185.85,91 B,50 B,141 B,135 B,66 B
