Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.18,0.87,1.08,3.59,0.0,0.0,1.05,0.3,2.59
12M 2014,1.38,0.68,0.81,1.98,0.0,0.0,0.8,0.41,0.98
12M 2015,1.22,0.65,0.68,1.86,0.0,0.0,0.65,0.36,0.86
12M 2016,0.97,0.46,0.81,1.97,0.0,0.0,0.81,0.41,0.97
12M 2017,0.89,0.55,1.16,2.39,0.0,0.0,1.15,0.48,1.39
12M 2018,1.03,0.63,1.49,2.8,0.0,0.0,1.48,0.53,1.8
12M 2019,1.56,1.02,1.01,2.29,0.0,0.0,0.97,0.44,1.29
12M 2020,1.75,1.09,0.95,2.1,0.0,0.0,0.94,0.45,1.1
12M 2021,1.76,1.02,0.9,2.12,0.0,0.0,0.89,0.43,1.12
12M 2022,1.44,0.88,1.19,2.41,0.0,0.0,1.18,0.49,1.41
12M 2023,1.72,1.03,0.93,2.15,0.0,0.0,0.92,0.44,1.15
12M 2024,1.56,1.01,1.14,2.39,0.0,0.0,1.09,0.48,1.39
