Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.67 B,9.31,70.89,1.00,,1.01%,3.64%,21.54%,1.61
12M 2014,0.67 B,-13.37,-37.40,0.79,,-2.79%,-5.52%,2.06%,0.29
12M 2015,0.67 B,-14.79,-54.09,1.93,,-3.54%,-6.57%,0.49%,0.09
12M 2016,0.67 B,-16.37,-51.31,2.02,,-3.90%,-7.70%,-0.39%,-0.06
12M 2017,0.67 B,-21.71,-44.45,2.13,,-4.78%,-11.41%,-1.88%,-0.23
12M 2018,0.67 B,-13.53,-57.65,1.26,16.75 B,-2.73%,-7.65%,2.10%,0.22
12M 2019,0.67 B,5.22,105.36,0.95,28.33 B,1.25%,2.87%,8.82%,1.23
12M 2020,0.67 B,12.48,34.46,0.95,30.77 B,3.02%,6.35%,9.41%,2.28
12M 2021,0.67 B,-14.20,-56.34,1.58,10.92 B,-3.67%,-7.77%,-0.94%,-0.28
12M 2022,0.67 B,-2.11,-298.58,1.12,12.66 B,-0.49%,-1.17%,0.12%,0.03
12M 2023,0.67 B,12.32,34.74,0.83,25.54 B,2.98%,6.41%,7.10%,2.43
12M 2024,0.67 B,-6.49,-54.24,0.68,11.47 B,-1.46%,-3.49%,-1.07%,-0.81
