Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
