Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,4.80 B,0.55,147.27,1.76,,0.36%,0.54%,5.44%,1.14
12M 2012,4.80 B,0.18,277.78,1.17,,0.11%,0.18%,6.60%,1.15
12M 2013,4.80 B,0.09,555.56,0.88,,0.06%,0.09%,7.17%,1.37
12M 2014,4.80 B,0.04,1250.00,1.05,,0.03%,0.04%,6.85%,1.42
12M 2015,4.80 B,0.02,2500.00,0.93,,0.01%,0.02%,7.19%,1.30
12M 2016,4.80 B,0.06,933.33,2.08,,0.04%,0.06%,5.79%,1.26
12M 2017,4.80 B,0.09,1100.00,4.15,,0.07%,0.09%,4.21%,1.29
12M 2018,4.80 B,,0.00,3.13,34.59 B,0.00%,0.00%,4.66%,1.35
12M 2019,4.80 B,0.41,373.17,9.35,18.53 B,0.34%,0.40%,1.42%,
12M 2020,4.80 B,1.21,87.60,173.01,(3.95 B),1.17%,1.17%,-1.03%,
12M 2021,4.80 B,2.19,68.04,183.55,(2.31 B),2.07%,2.08%,-0.60%,
12M 2022,4.80 B,0.36,380.56,145.23,(2.25 B),0.34%,0.34%,-0.58%,
12M 2023,4.80 B,0.57,187.72,108.40,(2.95 B),0.53%,0.53%,-0.70%,
12M 2024,4.80 B,0.88,56.82,59.11,(3.89 B),0.82%,0.82%,-0.87%,
