Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,,,0.01
12M 2009,,,,,,,,,,,,,,,0.0
12M 2010,69.36,36.54,57.21,48.69,5.26,4.49,9.99,4.11,2.75,1.55,1.63,0.95,-0.94,-0.94,0.32
12M 2011,60.65,128.08,2316.6,-2127.87,6.02,4.58,2.85,2.45,1.23,0.99,0.37,0.31,-0.33,-0.33,0.22
12M 2012,90.45,502.59,3115.59,-2522.55,4.04,1.81,0.73,0.72,0.47,0.52,0.12,0.12,-0.51,-0.51,0.45
12M 2013,41.31,112.24,226.91,-73.36,8.84,4.12,3.25,5.87,0.62,0.69,0.05,0.05,-0.68,-0.68,0.3
12M 2014,64.44,,0.89,63.55,5.66,3.54,,,1.0,1.0,0.05,0.05,4.18,4.18,1.11
12M 2015,419.38,,8.25,411.13,0.87,0.57,,,0.62,41.49,0.01,0.01,-1.82,-1.82,0.95
12M 2016,29.55,193.57,11.35,211.77,12.35,20.54,1.89,1.89,281.2,225.97,0.09,0.09,-0.96,-0.96,0.53
12M 2017,3.46,191.31,11.69,183.08,105.63,93.69,1.91,1.71,366.98,283.76,0.15,0.14,-1.27,-1.27,0.57
12M 2018,0.14,308.4,17.92,290.62,2664.05,2810.29,1.18,1.02,245.39,241.64,0.11,0.1,-0.71,-0.71,0.44
