Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.01,0.01,-0.6,-0.01,-0.0,0.0,-0.6,43.0,-1.01
12M 2009,0.0,0.0,-1.0,-0.01,-0.0,0.0,-1.0,162.86,0.0
12M 2010,0.32,0.25,-1.89,-1.18,-0.0,0.0,-1.89,1.6,-2.18
12M 2011,0.22,0.2,-13.19,-26.05,-0.0,0.0,-12.53,0.51,-27.05
12M 2012,0.45,0.25,3.11,5.36,0.0,0.0,3.1,0.58,4.14
12M 2013,0.3,0.3,0.06,1.16,0.0,0.0,0.04,0.05,0.1
12M 2014,1.11,1.11,0.12,1.25,0.0,0.0,0.11,0.1,0.19
12M 2015,0.95,0.95,0.23,1.46,0.0,0.0,0.18,0.16,0.0
12M 2016,0.53,0.33,0.22,1.46,0.0,0.0,0.16,0.15,0.42
12M 2017,0.57,0.39,0.17,1.65,0.0,0.0,0.06,0.1,0.5
12M 2018,0.44,0.22,0.14,1.67,0.0,0.0,0.1,0.08,0.53
