Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,133.46,133.46,-7.73,-6.73,-0.0,0.0,-7.71,1.15,-7.73
12M 2009,3.36,3.13,0.01,1.06,0.0,0.0,-0.01,0.01,0.03
12M 2010,1.62,1.6,0.25,1.41,0.0,0.0,0.23,0.17,0.4
12M 2011,1.09,1.01,0.07,1.19,0.0,0.0,0.01,0.06,0.19
12M 2012,2.09,2.0,0.05,1.2,0.0,0.0,0.03,0.04,0.2
12M 2013,0.49,0.48,1.69,2.88,0.0,0.0,1.6,0.59,1.86
12M 2014,0.68,0.67,1.64,2.95,0.0,0.0,1.62,0.55,1.94
12M 2015,0.24,0.23,2.1,3.41,0.0,0.0,2.1,0.62,2.4
12M 2016,0.05,0.05,2.85,4.37,0.0,0.0,2.84,0.65,3.35
12M 2017,0.14,0.14,2.34,3.75,0.0,0.0,2.31,0.62,2.76
12M 2018,0.58,0.58,2.68,4.96,0.0,0.0,2.65,0.54,3.43
12M 2019,1.17,1.17,1.36,4.37,0.0,0.0,1.35,0.31,3.1
12M 2020,0.38,0.38,1.26,4.45,0.0,0.0,1.25,0.28,3.17
12M 2021,0.48,0.48,1.07,3.02,0.0,0.0,1.04,0.35,1.73
12M 2022,0.72,0.72,1.12,2.66,0.0,0.0,1.08,0.42,1.4
12M 2023,1.0,0.98,1.83,3.79,0.0,0.0,1.6,0.48,2.55
