Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,0.36,,133.46
12M 2009,63.54,12.8,19.41,56.93,5.74,3.94,28.51,28.51,33.36,16.14,0.15,0.08,1.96,1.96,3.36
12M 2010,90.63,37.91,83.38,45.16,4.03,4.21,9.63,12.61,31.13,36.59,0.07,0.05,0.33,0.33,1.62
12M 2011,71.0,55.92,141.74,-14.82,5.14,5.01,6.53,5.5,113.59,224.42,0.08,0.09,7.32,7.32,1.09
12M 2012,64.26,79.13,198.55,-55.16,5.68,5.36,4.61,3.99,507.95,403.77,0.09,0.08,0.52,0.52,2.09
12M 2013,29.19,20.62,44.23,5.58,12.5,10.85,17.7,19.41,1.01,0.47,0.22,0.14,-1.42,-1.48,0.49
12M 2014,73.17,13.64,49.61,37.2,4.99,3.84,26.75,26.58,0.71,0.72,0.19,0.19,-2.28,-2.28,0.68
12M 2015,1411.73,101.27,722.14,790.86,0.26,6.18,3.6,3.56,0.05,0.64,0.01,0.01,-0.02,-0.02,0.24
12M 2016,102.12,138.88,1389.46,-1148.46,3.57,3.17,2.63,2.76,0.15,0.15,,,,,0.05
12M 2017,34.18,59.16,876.46,-783.12,10.68,2.76,6.17,6.22,0.22,0.22,,,-0.01,-0.01,0.14
12M 2018,35.01,,730.64,-695.63,10.43,10.76,,,0.47,0.47,0.02,0.02,-0.13,-0.13,0.58
12M 2019,73.02,,327.71,-254.69,5.0,3.63,,,0.74,0.78,0.06,0.06,1.44,1.44,1.17
12M 2020,132.74,,313.45,-180.71,2.75,2.51,,,0.76,0.76,0.06,0.06,-0.26,-0.26,0.38
12M 2021,182.13,,233.36,-51.23,2.0,2.13,,,0.56,0.58,0.06,0.07,-0.3,-0.3,0.48
12M 2022,386.23,,168.38,217.85,0.95,0.68,,,0.36,0.32,0.04,0.04,-0.31,-0.31,0.72
12M 2023,39.66,7.08,35.71,11.03,9.2,8.29,51.54,21.32,3.55,2.9,0.44,0.35,186.89,186.89,1.0
