Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,1.39,1.39,0.23,1.34,0.0,0.0,0.13,0.17,0.34
12M 2012,3.07,2.88,0.32,1.36,0.0,0.0,0.07,0.23,0.36
12M 2013,2.31,2.0,0.28,1.34,0.0,0.0,0.16,0.21,0.34
12M 2014,1.82,1.56,0.25,1.31,0.0,0.0,0.15,0.19,0.31
12M 2015,3.16,2.77,0.12,1.17,0.0,0.0,0.03,0.1,0.17
12M 2016,4.53,4.17,0.06,1.11,0.0,0.0,-0.06,0.05,0.11
12M 2017,6.04,5.55,0.02,1.08,0.0,0.0,-0.09,0.02,0.08
12M 2018,6.04,5.32,0.05,1.12,0.0,0.0,-0.05,0.04,0.12
12M 2019,5.78,5.08,0.09,1.14,0.0,0.0,-0.02,0.08,0.14
12M 2020,6.72,6.0,0.1,1.14,0.0,0.0,-0.04,0.09,0.14
12M 2021,3.85,3.14,0.08,1.12,0.0,0.0,-0.0,0.07,0.12
12M 2022,4.07,2.89,0.06,1.12,0.0,0.0,0.02,0.05,0.12
12M 2023,2.67,2.18,0.06,1.14,0.0,0.0,-0.01,0.05,0.14
12M 2024,5.51,4.76,0.17,1.21,0.0,0.0,-0.03,0.14,0.21
