Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,11.46,,1.39
12M 2012,36.81,12.66,21.23,,9.92,8.01,28.84,28.84,0.82,0.76,0.6,0.56,2.38,2.38,3.07
12M 2013,58.88,37.68,16.73,20.95,6.2,4.53,9.69,8.14,0.69,0.7,0.48,0.47,2.75,2.75,2.31
12M 2014,64.18,36.41,16.99,83.6,5.69,5.81,10.02,10.8,0.68,0.63,0.5,0.49,5.07,5.07,1.82
12M 2015,69.07,35.55,14.81,89.81,5.28,5.01,10.27,10.42,0.57,0.58,0.45,0.46,3.05,3.05,3.16
12M 2016,71.48,30.84,13.22,89.1,5.11,5.48,11.84,14.29,0.51,0.52,0.39,0.39,1.99,1.99,4.53
12M 2017,57.46,25.85,16.7,66.61,6.35,5.79,14.12,10.48,0.58,0.58,0.43,0.43,1.91,1.91,6.04
12M 2018,49.48,30.78,25.66,54.6,7.38,6.63,11.86,7.99,0.75,0.75,0.53,0.51,1.99,1.99,6.04
12M 2019,51.06,36.47,27.72,59.81,7.15,8.25,10.01,11.31,0.69,0.64,0.5,0.48,2.26,2.26,5.78
12M 2020,47.24,37.64,14.76,70.12,7.73,8.46,9.7,7.81,0.57,0.55,0.42,0.41,1.85,1.85,6.72
12M 2021,31.64,48.01,11.85,67.8,11.54,19.41,7.6,7.87,0.48,0.5,0.36,0.36,2.7,2.7,3.85
12M 2022,15.55,70.63,12.03,74.15,23.48,19.91,5.17,3.89,0.68,0.62,0.51,0.47,2.82,2.82,4.07
12M 2023,20.8,54.65,10.18,65.27,17.55,12.9,6.68,8.02,0.9,0.8,0.7,0.64,5.18,5.18,2.67
12M 2024,38.41,63.07,14.86,86.62,9.5,8.2,5.79,5.52,0.68,0.63,0.51,0.47,1.93,1.93,5.51
