Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,13.49 B,-1208.44,-0.04,0.08,,-66.05%,-241.81%,16.49%,4.05
12M 2009,13.49 B,-102.20,-0.83,0.15,,-5.03%,-27.52%,3.93%,0.64
12M 2010,13.49 B,-518.95,-0.13,0.07,,-22.03%,-65.45%,4.24%,0.64
12M 2011,13.49 B,33.51,1.52,0.04,,1.79%,3.78%,9.02%,0.88
12M 2012,13.49 B,9.48,5.27,0.04,,0.82%,2.37%,17.35%,1.77
12M 2013,93.72 B,-135.79,-0.37,0.90,,-107.24%,570.80%,15.83%,0.87
12M 2014,93.72 B,1.63,30.67,0.73,,1.35%,-7.24%,254.77%,2.77
12M 2015,93.72 B,-18.62,-2.69,1.01,,-19.00%,44.66%,-86.04%,2.34
12M 2016,97.02 B,-37.09,-1.35,2.34,,-54.87%,59.71%,11.82%,-1.65
12M 2017,113.54 B,-10.62,-4.71,2.31,,-18.25%,20.19%,1.97%,-0.23
12M 2018,20.77 B,-60.71,-0.82,0.31,163.56 B,-8.80%,-46.95%,-11.83%,
12M 2019,20.86 B,40.88,1.22,0.32,335.77 B,5.94%,36.37%,3.98%,
12M 2020,20.86 B,-44.55,-1.12,0.42,(46.05 B),-6.64%,-64.53%,-10.36%,
12M 2021,21.16 B,3.01,16.61,0.44,176.02 B,0.42%,5.04%,1.03%,0.14
12M 2022,22.08 B,12.05,6.47,0.47,362.31 B,1.52%,18.58%,11.54%,1.50
12M 2023,160.06 B,1.48,33.78,2.13,404.93 B,3.34%,10.90%,13.21%,2.26
12M 2024,160.06 B,2.05,17.07,1.45,398.09 B,4.80%,10.06%,7.23%,2.59
