Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,"1,318 B",(222 B),"1,096 B",81.26
12M 2009,"2,993 B",(125 B),"2,868 B",212.69
12M 2010,"1,493 B",(591 B),902 B,66.92
12M 2011,621 B,(43 B),578 B,42.82
12M 2012,369 B,(78 B),291 B,21.57
12M 2013,318 B,,318 B,3.39
12M 2014,860 B,,860 B,9.18
12M 2015,(415 B),,(415 B),-4.43
12M 2016,(205 B),,(205 B),-2.11
12M 2017,123 B,,123 B,1.08
12M 2018,124 B,,124 B,5.96
12M 2019,348 B,,348 B,16.67
12M 2020,(19 B),,(19 B),-0.90
12M 2021,50 B,,50 B,2.37
12M 2022,400 B,,400 B,18.12
12M 2023,(318 B),,(318 B),-1.99
12M 2024,1 B,,1 B,0.01
