Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,7.11,,6.96,,1.02,,0.32,-1.83,-1.83,0.52
12M 2009,48.69,51.89,135.27,-34.69,7.5,10.04,7.03,7.88,0.71,0.61,0.29,0.28,-3.07,-3.07,0.63
12M 2010,27.77,20.6,80.59,-32.22,13.14,10.65,17.72,15.88,1.06,0.89,0.44,0.35,1.54,1.54,2.34
12M 2011,71.22,15.57,45.42,41.37,5.13,4.77,23.44,19.27,2.26,2.2,0.57,0.57,193.3,193.3,1.01
12M 2012,101.29,14.19,19.0,96.48,3.6,4.59,25.72,24.05,5.93,5.93,0.76,0.95,6.3,6.3,1.5
12M 2013,213.43,70.76,79.24,204.95,1.71,1.71,5.16,4.04,1.99,1.99,0.38,0.36,-1.9,-1.9,0.73
12M 2014,124.01,85.06,97.38,111.69,2.94,3.68,4.29,4.47,2.48,2.5,0.55,0.56,-1.02,-1.02,0.47
12M 2015,107.32,103.75,102.26,108.81,3.4,3.76,3.52,4.17,1.87,1.86,0.46,0.47,-0.55,-0.55,0.28
12M 2016,194.13,120.73,99.97,214.89,1.88,1.9,3.02,2.82,0.84,0.84,0.26,0.26,-0.24,-0.24,0.27
12M 2017,111.51,110.54,101.63,120.42,3.27,3.09,3.3,3.38,0.98,0.97,0.37,0.36,-0.27,-0.27,0.22
12M 2018,69.09,94.83,93.53,70.39,5.28,4.98,3.85,3.07,1.37,1.43,0.32,0.24,-11.83,-11.83,0.97
12M 2019,105.5,109.27,111.24,103.53,3.46,3.73,3.34,3.56,1.46,1.49,0.23,0.22,22.48,22.48,1.01
12M 2020,144.47,100.5,95.84,149.13,2.53,2.41,3.63,4.2,1.23,1.2,0.17,0.17,-1.96,-1.96,0.89
12M 2021,143.8,106.4,76.69,173.51,2.54,2.37,3.43,3.37,1.32,1.33,0.16,0.16,-1.76,-1.76,0.9
12M 2022,99.61,74.74,62.49,111.86,3.66,3.58,4.88,4.35,2.14,2.16,0.22,0.21,-3.49,-3.49,0.93
12M 2023,86.53,99.46,79.77,106.22,4.22,3.96,3.67,2.81,2.23,2.21,0.31,0.28,-296.49,-296.49,1.0
12M 2024,75.71,119.94,86.8,108.85,4.82,5.05,3.04,3.14,2.1,2.09,0.56,0.56,2.62,2.62,1.69
