Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,15.71,,,,23.45,,1.0,2.58,2.58,2.13
12M 2009,20.91,,37.36,-16.45,17.46,23.49,,,22.71,24.47,0.9,0.89,2.31,2.31,2.04
12M 2010,38.26,0.09,77.33,-38.98,9.54,6.13,4284.81,4284.81,19.66,16.06,0.78,0.73,2.64,2.64,1.53
12M 2011,65.29,16.03,83.64,-2.32,5.59,5.33,22.76,20.9,13.67,14.82,0.64,0.75,1.85,1.85,2.3
12M 2012,65.56,37.47,26.52,76.51,5.57,5.07,9.74,8.21,13.98,13.71,0.75,0.73,2.3,2.3,1.78
12M 2013,63.23,45.23,22.33,86.13,5.77,4.98,8.07,7.05,13.48,12.08,0.75,0.72,2.62,2.62,1.56
12M 2014,51.26,38.9,20.48,69.68,7.12,6.65,9.38,9.25,17.54,16.63,0.98,1.03,3.55,3.55,1.65
12M 2015,78.95,45.61,36.59,87.97,4.62,4.61,8.0,8.04,11.14,10.37,0.75,0.72,3.01,3.01,1.56
12M 2016,93.16,25.36,54.25,64.27,3.92,4.96,14.39,14.33,7.52,8.25,0.61,0.63,8.34,8.34,1.2
12M 2017,68.18,4.26,71.65,0.79,5.35,4.83,85.71,47.21,7.54,6.11,0.71,0.67,17.07,17.07,1.08
12M 2018,77.26,8.35,104.31,-18.7,4.72,5.78,43.73,49.88,5.87,6.11,0.58,0.61,6.49,6.49,1.17
12M 2019,58.04,5.87,99.02,-35.11,6.29,6.47,62.22,138.41,6.44,7.05,0.6,0.62,3.87,3.87,1.43
12M 2020,76.82,6.0,121.88,-39.06,4.75,3.64,60.81,66.88,4.09,4.42,0.39,0.43,2.85,2.85,1.47
12M 2021,97.2,13.24,128.24,-17.8,3.76,4.69,27.56,28.02,3.51,3.62,0.35,0.36,2.15,2.15,1.59
12M 2022,67.94,18.45,102.02,-15.63,5.37,7.0,19.79,23.38,3.79,3.89,0.39,0.41,4.02,4.02,1.35
12M 2023,42.69,13.17,73.52,-17.66,8.55,7.91,27.71,24.84,4.99,5.12,0.51,0.49,3.19,3.19,1.56
12M 2024,34.46,11.76,91.9,-45.68,10.59,9.08,31.03,32.13,8.07,7.67,0.61,0.58,4.65,4.65,1.28
