Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,13.55,,1.43
12M 2008,40.46,38.31,33.67,45.1,9.02,,9.53,,6.48,,1.69,,-4.26,,0.56
12M 2009,33.83,39.72,31.56,41.99,10.79,,9.19,,7.5,,1.6,,-4.56,,0.52
12M 2010,34.57,38.39,28.67,44.29,10.56,9.63,9.51,8.87,8.01,7.8,1.52,1.43,4.16,4.16,2.6
12M 2011,39.71,38.86,30.66,47.91,9.19,8.47,9.39,8.63,7.91,7.66,1.36,1.3,3.46,3.46,2.87
12M 2012,37.97,39.78,33.03,44.72,9.61,9.13,9.18,9.19,6.71,6.02,1.31,1.25,3.42,3.42,2.76
12M 2013,34.06,45.77,36.39,43.44,10.72,9.16,7.98,7.16,5.78,5.31,1.29,1.21,3.79,3.79,2.41
12M 2014,31.31,47.28,36.81,41.78,11.66,9.53,7.72,8.11,5.62,5.36,1.3,1.23,4.07,4.07,2.18
12M 2015,33.88,44.29,36.98,41.19,10.77,8.63,8.24,8.66,5.12,4.99,1.23,1.21,3.99,3.99,2.33
12M 2016,36.64,43.73,37.75,42.62,9.96,8.01,8.35,8.27,5.04,4.91,1.24,1.21,3.79,3.79,2.41
12M 2017,38.91,47.37,41.61,44.67,9.38,8.51,7.71,8.05,4.67,4.44,1.18,1.14,3.65,3.65,2.43
12M 2018,38.0,50.69,40.9,47.79,9.6,8.57,7.2,7.14,4.07,3.66,1.16,1.13,5.58,5.58,1.95
12M 2019,35.28,51.31,36.59,50.0,10.34,9.19,7.11,7.59,3.83,3.74,1.16,1.11,4.2,4.2,2.54
12M 2020,36.48,52.28,35.24,53.52,10.01,8.08,6.98,6.71,3.78,3.55,0.66,0.45,4.04,4.04,2.26
12M 2021,37.51,52.18,33.13,56.56,9.73,8.53,6.99,6.5,4.13,4.02,0.51,0.5,3.76,3.76,1.8
12M 2022,37.39,55.12,30.93,61.58,9.76,8.49,6.62,6.21,4.52,4.5,0.56,0.57,3.08,3.08,3.1
12M 2023,37.82,57.42,31.89,63.35,9.65,8.41,6.36,6.99,4.65,4.67,0.58,0.57,2.58,2.58,3.51
12M 2024,39.24,53.46,31.45,61.25,9.3,8.02,6.83,6.53,4.84,4.87,0.59,0.58,2.15,2.15,4.09
