Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,0.47 B,119.76,0.00,0.00,,1.39%,2.95%,8.51%,5.30
12M 2008,0.47 B,727.45,0.00,0.00,,3.32%,15.12%,16.82%,21.46
12M 2009,0.47 B,2311.41,0.00,0.00,,10.55%,84.29%,54.75%,23.25
12M 2010,5.83 B,292.24,16.00,1.52,,12.75%,19.10%,39.17%,31.66
12M 2011,5.83 B,338.77,15.35,1.57,,12.98%,19.33%,22.79%,56.05
12M 2012,5.83 B,373.80,20.87,2.11,,12.28%,19.09%,21.52%,52.95
12M 2013,5.83 B,381.63,26.73,2.37,,10.46%,17.68%,18.03%,16.78
12M 2014,5.83 B,446.62,29.33,2.54,,10.45%,18.50%,17.75%,14.15
12M 2015,5.83 B,514.62,26.19,2.48,,11.30%,19.42%,20.35%,12.71
12M 2016,11.66 B,308.73,27.78,2.90,,12.46%,20.50%,22.63%,27.18
12M 2017,11.66 B,325.55,27.34,2.91,,12.01%,19.41%,22.11%,33.92
12M 2018,11.66 B,392.37,26.63,3.17,"7,422.35 B",13.31%,21.17%,24.84%,28.59
12M 2019,11.66 B,432.07,25.81,3.07,"8,560.11 B",13.02%,19.92%,24.96%,45.84
12M 2020,11.66 B,564.82,16.95,2.39,"10,659.26 B",6.36%,22.38%,14.54%,13.72
12M 2021,11.66 B,547.81,15.88,1.79,"13,263.13 B",5.41%,18.86%,12.05%,5.93
12M 2022,11.66 B,393.36,25.42,1.80,"15,054.04 B",3.98%,12.56%,13.09%,2.16
12M 2023,11.66 B,599.44,17.64,1.82,"16,072.15 B",5.86%,17.15%,13.44%,7.11
12M 2024,11.66 B,607.05,18.74,1.83,"18,086.86 B",5.62%,15.66%,14.58%,3.84
