Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,1.53,0.75,0.71,2.32,0.01,0.0,0.56,0.3,1.1
12M 2011,1.53,0.68,0.73,2.02,0.0,0.0,0.64,0.36,0.99
12M 2012,2.5,1.54,0.36,1.93,0.0,0.0,0.07,0.19,0.65
12M 2013,2.3,1.43,0.44,2.1,0.0,0.0,0.15,0.21,0.78
12M 2014,2.0,1.14,0.59,2.25,0.0,0.0,0.38,0.26,0.92
12M 2015,1.89,1.03,0.53,2.35,0.0,0.0,0.26,0.23,1.0
12M 2016,1.64,0.97,0.9,2.83,0.0,0.0,0.51,0.32,1.3
12M 2017,1.92,0.9,0.54,2.24,0.0,0.0,0.41,0.24,0.77
12M 2018,1.61,0.71,0.75,2.59,0.0,0.0,0.54,0.29,1.13
12M 2019,1.82,0.83,0.76,2.58,0.0,0.0,0.57,0.29,1.09
12M 2020,1.89,0.91,0.76,2.5,0.0,0.0,0.51,0.31,0.99
12M 2021,2.05,1.08,0.55,2.46,0.0,0.0,0.33,0.22,0.93
12M 2022,1.99,1.03,0.54,2.56,0.0,0.0,0.32,0.21,1.01
12M 2023,2.1,1.13,0.52,2.51,0.0,0.0,0.28,0.21,0.95
12M 2024,1.99,1.09,0.53,2.55,0.0,0.0,0.22,0.21,0.99
