Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.70 B,25.27,0.00,0.00,,10.70%,21.60%,38.72%,10.17
12M 2012,1.00 B,30.22,11.25,0.61,,8.25%,15.95%,34.62%,14.58
12M 2013,1.00 B,32.09,12.46,0.60,,7.17%,15.07%,21.01%,13.84
12M 2014,1.04 B,22.61,15.75,0.50,,4.51%,10.16%,16.71%,6.23
12M 2015,1.05 B,21.54,13.93,0.36,,3.92%,9.21%,17.84%,4.86
12M 2016,1.05 B,5.34,62.92,0.39,,0.87%,2.47%,13.28%,3.59
12M 2017,1.05 B,1.42,216.90,0.42,,0.27%,0.61%,9.32%,2.58
12M 2018,1.05 B,5.65,38.94,0.27,75.07 B,0.94%,2.43%,11.54%,2.86
12M 2019,3.14 B,0.25,1064.00,0.57,130.68 B,0.07%,0.18%,16.87%,3.02
12M 2020,3.14 B,-3.38,-61.54,0.57,78.49 B,-0.99%,-2.48%,4.67%,1.07
12M 2021,3.14 B,1.49,143.62,0.61,85.10 B,0.44%,1.08%,6.15%,2.18
12M 2022,3.14 B,10.87,21.71,0.49,148.97 B,2.90%,7.41%,14.43%,5.67
12M 2023,3.14 B,12.12,17.16,0.44,149.69 B,3.26%,8.17%,12.80%,5.73
12M 2024,3.14 B,14.89,11.22,0.35,165.64 B,3.71%,9.46%,14.82%,6.71
