Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,4 B,(8 B),(4 B),-429.93
12M 2009,4 B,(12 B),(8 B),-843.41
12M 2010,10 B,(0 B),9 B,978.80
12M 2011,5 B,(0 B),5 B,479.89
12M 2012,11 B,(5 B),5 B,545.14
12M 2013,14 B,(16 B),(2 B),-255.76
12M 2014,10 B,(2 B),8 B,881.05
12M 2015,11 B,(18 B),(7 B),-75.68
12M 2016,7 B,(21 B),(14 B),-144.74
12M 2017,15 B,(10 B),5 B,56.98
12M 2018,(2 B),(1 B),(3 B),-28.44
12M 2019,(6 B),(1 B),(7 B),-69.50
12M 2020,1 B,(1 B),(0 B),-1.68
12M 2021,(1 B),(0 B),(2 B),-19.04
12M 2022,12 B,,12 B,122.58
12M 2023,1 B,(0 B),1 B,8.08
12M 2024,8 B,(0 B),8 B,87.19
