Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.75,1.22,0.31,1.64,0.0,0.0,0.23,0.19,0.64
12M 2009,2.12,0.98,0.5,1.83,0.0,0.0,0.43,0.27,0.83
12M 2010,2.44,1.05,0.23,1.67,0.0,0.0,0.2,0.14,0.67
12M 2011,2.35,1.28,0.16,1.71,0.0,0.0,0.05,0.09,0.71
12M 2012,4.07,2.69,0.02,1.32,0.0,0.0,-0.33,0.02,0.32
12M 2013,4.2,2.82,0.04,1.28,0.0,0.0,-0.33,0.03,0.28
12M 2014,5.57,3.97,0.03,1.21,0.0,0.0,-0.34,0.03,0.21
12M 2015,8.09,6.05,0.0,1.19,0.0,0.0,-0.36,0.0,0.19
12M 2016,2.77,1.57,0.05,1.39,0.0,0.0,-0.19,0.04,0.39
12M 2017,4.28,2.6,0.03,1.24,0.0,0.0,-0.21,0.02,0.24
12M 2018,5.29,3.46,0.0,1.21,0.0,0.0,-0.18,0.0,0.21
12M 2019,3.72,2.28,0.04,1.29,0.0,0.0,-0.14,0.03,0.29
12M 2020,3.44,1.83,0.05,1.32,0.0,0.0,-0.14,0.03,0.32
12M 2021,4.5,2.47,0.04,1.26,0.0,0.0,-0.12,0.03,0.26
12M 2022,6.29,3.87,0.0,1.19,0.0,0.0,-0.17,0.0,0.19
12M 2023,5.23,3.65,0.0,1.19,0.0,0.0,-0.19,0.0,0.19
12M 2024,4.78,3.68,0.0,1.22,0.0,0.0,-0.38,0.0,0.22
