Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.01 B,962.21,3.74,0.21,,14.90%,24.37%,72.97%,11.21
12M 2009,0.01 B,250.05,9.60,0.18,,3.30%,6.04%,8.11%,3.95
12M 2010,0.01 B,765.68,6.27,0.29,,9.40%,15.71%,21.32%,7.32
12M 2011,0.01 B,1135.14,4.40,0.23,,11.12%,19.05%,25.65%,13.28
12M 2012,0.01 B,4300.26,2.44,0.45,,32.11%,42.33%,53.20%,70.11
12M 2013,0.01 B,1498.22,5.34,0.30,,10.15%,13.02%,16.58%,33.94
12M 2014,0.01 B,771.16,8.36,0.25,,5.29%,6.38%,7.35%,14.36
12M 2015,0.10 B,20.25,28.40,0.32,,1.45%,1.73%,1.42%,3.55
12M 2016,0.10 B,65.13,9.06,0.36,,3.84%,5.33%,6.25%,30.79
12M 2017,0.10 B,135.07,4.74,0.27,,8.05%,10.00%,12.85%,25.70
12M 2018,0.10 B,30.07,19.29,0.23,7.91 B,1.80%,2.18%,3.44%,6.59
12M 2019,0.10 B,-190.06,-2.50,0.26,(16.15 B),-12.40%,-16.06%,-14.24%,-96.53
12M 2020,0.10 B,-84.05,-5.00,0.32,(5.78 B),-5.62%,-7.45%,-7.17%,-24.79
12M 2021,0.10 B,67.86,11.05,0.43,8.50 B,4.48%,5.64%,4.41%,7.52
12M 2022,0.10 B,-49.42,-12.44,0.34,(3.45 B),-3.58%,-4.25%,-5.14%,-19.43
12M 2023,0.10 B,-60.25,-7.30,0.37,(4.69 B),-4.62%,-5.52%,-6.44%,-99.40
12M 2024,0.10 B,-77.87,-5.14,0.42,(7.44 B),-6.28%,-7.63%,-9.36%,
