Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,1.06,0.74,0.0,5.26,0.0,0.0,-1.26,0.0,4.26
12M 2011,1.2,0.54,2.7,4.98,0.0,0.0,2.32,0.54,3.98
12M 2012,1.6,0.75,1.14,2.48,0.0,0.0,0.97,0.46,1.48
12M 2013,1.41,0.78,0.99,3.14,0.0,0.0,0.86,0.32,2.14
12M 2014,1.4,0.99,0.87,3.27,0.0,0.0,0.84,0.27,2.27
12M 2015,0.1,0.04,-0.88,-0.22,-0.0,0.0,-0.88,0.0,-1.22
12M 2016,0.16,0.06,-0.73,-0.11,-0.0,0.0,-0.73,6.63,-1.11
12M 2017,0.13,0.05,-0.72,-0.09,-0.0,0.0,-0.72,8.14,-1.09
12M 2018,0.09,0.06,-0.7,-0.05,-0.0,0.0,-0.7,0.31,-1.05
12M 2019,0.02,0.02,-0.67,-0.01,-0.0,0.0,-0.67,60.03,-1.01
12M 2020,0.02,0.02,-0.62,-0.01,-0.0,0.0,-0.61,46.32,-1.01
12M 2021,0.02,0.02,-0.57,-0.02,-0.0,0.0,-0.57,36.46,-1.02
12M 2022,0.01,0.01,-0.53,-0.01,-0.0,0.0,-0.52,53.16,-1.01
12M 2023,0.01,0.01,-0.48,-0.01,-0.0,0.0,-0.48,55.72,-1.01
12M 2024,0.01,0.01,-0.43,-0.01,-0.0,0.0,-0.43,51.62,-1.01
