Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,138 B,(107 B),31 B,8.74
12M 2009,12 B,(6 B),6 B,1.58
12M 2010,13 B,(1 B),12 B,3.54
12M 2011,17 B,(37 B),(20 B),-5.65
12M 2012,110 B,(341 B),(231 B),-65.16
12M 2013,33 B,(434 B),(401 B),-80.30
12M 2014,121 B,"(1,070 B)",(949 B),-146.64
12M 2015,274 B,(757 B),(483 B),-70.05
12M 2016,98 B,"(1,182 B)","(1,084 B)",-157.26
12M 2017,(145 B),(995 B),"(1,140 B)",-153.84
12M 2018,(87 B),"(1,108 B)","(1,195 B)",-16.14
12M 2019,(60 B),"(1,210 B)","(1,270 B)",-15.75
12M 2020,(125 B),(635 B),(760 B),-9.43
12M 2021,(188 B),(612 B),(800 B),-9.92
12M 2022,4 B,(917 B),(913 B),-10.29
12M 2023,88 B,(562 B),(475 B),-4.87
12M 2024,575 B,"(1,863 B)","(1,287 B)",-13.20
