Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.24,,,,0.11,,0.02,0.11,0.11,10.26
12M 2009,133.87,,,133.87,2.73,2.03,,,0.11,0.09,0.03,0.03,0.13,0.13,9.67
12M 2010,117.42,,,117.42,3.11,2.49,,,0.14,0.15,0.03,0.03,0.2,0.2,9.14
12M 2011,101.7,,,101.7,3.59,2.87,,,0.17,0.17,0.04,0.04,0.55,0.55,4.3
12M 2012,37.13,1.67,17.42,21.38,9.83,8.45,219.18,219.18,0.86,0.75,0.17,0.17,,2.97,1.81
12M 2013,39.62,352.11,42.67,349.06,9.21,6.87,1.04,0.89,0.34,0.18,0.12,0.08,1.29,1.29,2.07
12M 2014,29.52,541.62,49.17,521.97,12.36,10.94,0.67,0.63,0.33,0.33,0.12,0.11,0.98,0.98,3.19
12M 2015,29.61,574.35,43.33,560.63,12.33,11.81,0.64,0.64,0.36,0.35,0.11,0.1,0.7,0.7,3.57
12M 2016,39.86,599.87,55.57,584.16,9.16,7.85,0.61,0.57,0.28,0.27,0.07,0.07,0.22,0.22,5.41
12M 2017,43.54,638.97,99.82,582.69,8.38,7.43,0.57,0.54,0.27,0.27,0.06,0.06,0.28,0.28,6.87
12M 2018,52.86,703.85,131.48,625.23,6.91,4.77,0.52,0.5,0.27,0.26,0.06,0.06,0.32,0.32,3.91
12M 2019,56.95,658.17,112.67,602.45,6.41,5.94,0.55,0.51,0.12,0.08,0.05,0.04,0.37,0.37,2.86
12M 2020,87.56,897.83,164.7,820.69,4.17,4.04,0.41,0.4,0.05,0.05,0.02,0.02,0.34,0.34,1.86
12M 2021,107.99,882.35,147.42,842.92,3.38,2.94,0.41,0.41,0.05,0.05,0.02,0.02,0.65,0.65,1.37
12M 2022,93.83,712.98,110.3,696.51,3.89,3.48,0.51,0.5,0.07,0.07,0.04,0.04,2.93,2.93,1.12
12M 2023,85.27,547.29,89.48,543.08,4.28,4.25,0.67,0.67,0.09,0.09,0.04,0.04,14.56,14.56,1.03
12M 2024,66.89,462.5,64.17,465.22,5.46,5.75,0.79,0.69,0.09,0.09,0.05,0.05,-8.34,-8.34,0.95
