Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,2.14
12M 2011,23.49,93845.36,852.4,93016.45,15.54,,,,2.12,,,,0.01,,1.58
12M 2012,31.25,7557.05,132.88,7455.42,11.68,11.91,0.05,0.13,31.9,62.49,0.04,0.07,0.18,0.18,2.46
12M 2013,21.23,1728.45,58.44,1691.24,17.19,9.07,0.21,0.2,62.43,57.62,0.09,0.09,0.73,0.73,1.79
12M 2014,23.66,1612.22,81.25,1554.63,15.43,13.74,0.23,0.24,2.68,1.37,0.08,0.08,5.3,5.3,1.06
12M 2015,14.29,383.52,36.92,360.89,25.55,23.36,0.95,1.23,2.87,2.89,0.16,0.15,0.43,0.43,6.18
12M 2016,41.95,327.53,52.01,317.47,8.7,7.32,1.11,1.06,1.54,1.57,0.08,0.07,0.2,0.2,8.38
12M 2017,42.34,137.87,32.78,147.43,8.62,6.42,2.65,2.9,1.94,1.94,0.09,0.08,0.23,0.23,7.06
12M 2018,40.55,53.09,44.92,48.72,9.0,6.74,6.88,6.02,2.02,1.88,0.07,0.07,0.15,0.15,6.7
12M 2019,43.14,65.84,81.41,27.57,8.46,8.43,5.54,5.67,2.13,2.15,0.06,0.06,0.21,0.21,5.37
12M 2020,62.48,60.46,109.37,13.57,5.84,4.39,6.04,6.02,2.09,2.11,0.06,0.05,0.38,0.38,2.11
12M 2021,60.81,52.0,74.15,38.66,6.0,5.51,7.02,7.02,2.96,3.04,0.07,0.07,0.41,0.41,2.98
12M 2022,55.79,44.62,45.88,54.53,6.54,5.68,8.18,8.15,3.22,2.81,0.07,0.07,1.23,1.23,1.36
12M 2023,48.47,35.53,45.79,38.21,7.53,7.15,10.27,10.25,3.53,3.55,0.09,0.08,1.16,1.16,1.63
12M 2024,46.78,31.91,41.5,37.19,7.8,7.49,11.44,11.44,4.1,4.15,0.09,0.09,0.93,0.93,1.92
