Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,2.14,2.14,0.0,2.81,0.0,0.0,-0.66,0.0,1.32
12M 2011,1.58,0.06,0.21,1.75,0.0,0.0,0.18,0.12,0.75
12M 2012,2.46,0.57,0.37,1.47,0.0,0.0,0.36,0.25,0.47
12M 2013,1.79,0.23,0.43,1.6,0.0,0.0,0.41,0.27,0.6
12M 2014,1.06,0.14,0.42,1.75,0.0,0.0,0.4,0.24,0.75
12M 2015,6.18,5.6,0.06,1.32,0.0,0.0,-0.21,0.05,0.16
12M 2016,8.38,7.54,0.26,1.79,0.0,0.0,-0.19,0.14,0.39
12M 2017,7.06,6.93,0.37,2.32,0.0,0.0,-0.32,0.16,0.59
12M 2018,6.7,6.61,0.41,3.68,0.0,0.0,-1.04,0.11,0.7
12M 2019,5.37,5.29,0.52,3.52,0.0,0.0,-0.5,0.15,0.77
12M 2020,2.11,2.07,1.36,4.43,0.0,0.0,0.67,0.31,1.68
12M 2021,2.98,2.91,1.92,5.0,0.0,0.0,1.49,0.38,2.25
12M 2022,1.36,1.33,2.65,5.97,0.0,0.0,2.15,0.44,3.16
12M 2023,1.63,1.59,2.83,6.48,0.0,0.0,2.45,0.44,3.71
12M 2024,1.92,1.88,3.87,7.64,0.0,0.0,3.43,0.51,4.85
