Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.38,0.98,1.68,3.05,0.01,0.0,1.22,0.55,2.05
12M 2010,2.02,1.67,0.65,1.89,0.0,0.0,0.38,0.34,0.89
12M 2011,1.69,1.25,1.12,2.42,0.0,0.0,0.59,0.46,1.42
12M 2012,5.56,4.28,0.16,1.23,0.0,0.0,-0.2,0.13,0.23
12M 2013,1.4,1.08,1.06,2.49,0.0,0.0,0.71,0.43,1.49
12M 2014,1.8,1.42,0.7,2.01,0.0,0.0,0.45,0.35,1.01
12M 2015,5.06,3.56,1.23,2.53,0.0,0.0,0.81,0.48,1.53
12M 2016,5.99,3.66,1.32,2.56,0.0,0.0,0.98,0.51,1.56
12M 2017,3.88,2.17,1.35,2.47,0.0,0.0,1.1,0.55,1.47
12M 2018,5.19,2.79,0.97,2.15,0.0,0.0,0.86,0.45,1.15
12M 2019,0.31,0.2,-2.43,-1.8,-0.0,0.0,-2.16,1.35,-2.8
12M 2020,0.05,0.03,-0.96,-0.08,-0.0,0.0,-0.95,12.23,-1.08
12M 2021,0.1,0.05,-0.94,-0.05,-0.0,0.0,-0.94,17.69,-1.05
12M 2022,0.1,0.04,-0.87,-0.03,-0.0,0.0,-0.87,29.82,-1.03
12M 2023,0.02,0.01,-0.86,-0.03,-0.0,0.0,-0.86,29.82,-1.03
