Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,,,1.38
12M 2010,11.25,7.58,0.43,18.4,32.44,,48.13,,152.38,,9.81,,15.09,,2.02
12M 2011,18.5,11.48,0.45,29.53,19.73,34.33,31.8,47.84,111.79,180.24,6.81,11.75,16.18,16.18,1.69
12M 2012,18.42,13.02,0.06,31.38,19.81,18.12,28.04,25.79,89.64,77.68,6.43,5.97,8.31,8.31,5.56
12M 2013,29.96,17.38,9.88,37.46,12.18,9.98,21.01,15.62,80.2,73.32,4.36,3.33,12.86,12.86,1.4
12M 2014,36.82,21.34,15.98,42.18,9.91,10.03,17.11,13.37,96.99,98.69,3.44,2.92,7.39,7.39,1.8
12M 2015,32.43,24.9,11.77,45.56,11.26,9.98,14.66,12.32,142.99,136.5,3.63,3.2,4.32,4.32,5.06
12M 2016,33.94,34.05,8.93,59.06,10.75,10.34,10.72,9.61,172.68,178.04,3.56,3.62,4.39,4.39,5.99
12M 2017,37.02,44.7,5.85,75.87,9.86,9.33,8.17,7.97,193.65,203.68,3.29,3.18,4.68,4.68,3.88
12M 2018,37.26,46.46,4.48,79.24,9.8,10.47,7.86,7.41,223.11,226.03,3.43,3.57,4.77,4.77,5.19
12M 2019,21.92,25.72,3.58,44.06,16.65,17.62,14.19,14.31,241.67,258.29,5.04,4.67,-10.61,-10.61,0.31
12M 2020,12.82,21.42,11.75,22.49,28.46,69.62,17.04,48.35,48.91,62.0,2.56,3.22,-1.12,-1.12,0.05
12M 2021,2.6,11.83,30.79,-16.36,140.23,180.5,30.84,32.23,29.94,31.8,6.42,7.12,-1.93,-1.93,0.1
12M 2022,1.4,6.23,19.84,-12.21,261.05,330.47,58.61,59.69,55.01,57.27,15.35,19.81,-4.14,-4.14,0.1
12M 2023,2.08,5.03,18.68,-11.57,175.55,162.81,72.6,101.69,69.63,74.35,22.44,25.76,-0.78,-0.78,0.02
