Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(14 B),(307 B),(321 B),-387.04
12M 2009,17 B,(374 B),(356 B),-429.74
12M 2010,166 B,(201 B),(35 B),-20.05
12M 2011,(6 B),(728 B),(735 B),-421.69
12M 2012,436 B,(734 B),(298 B),-170.99
12M 2013,385 B,"(1,333 B)",(948 B),-544.16
12M 2014,65 B,"(1,713 B)","(1,648 B)",-945.83
12M 2015,"(1,007 B)",(419 B),"(1,426 B)",-818.44
12M 2016,(162 B),(828 B),(991 B),-568.55
12M 2017,(367 B),(248 B),(615 B),-353.24
12M 2018,(11 B),(271 B),(282 B),-161.63
12M 2019,(312 B),(19 B),(331 B),-190.05
12M 2020,(245 B),(3 B),(248 B),-142.10
12M 2021,(385 B),(2 B),(386 B),-221.85
12M 2022,(333 B),(4 B),(338 B),-193.76
12M 2023,(143 B),(2 B),(146 B),-83.64
12M 2024,(47 B),(0 B),(47 B),-26.96
