Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2007,177 B,(158 B),19 B,0.00
12M 2008,182 B,(314 B),(132 B),-3226.14
12M 2009,153 B,(289 B),(136 B),-33.79
12M 2010,363 B,(604 B),(241 B),-59.71
12M 2011,280 B,"(1,245 B)",(965 B),-238.76
12M 2012,137 B,"(1,120 B)",(983 B),-242.51
12M 2013,95 B,"(1,089 B)",(994 B),-222.32
12M 2014,140 B,(348 B),(207 B),-6.57
12M 2015,(34 B),(324 B),(358 B),-11.37
12M 2016,(372 B),(213 B),(585 B),-18.56
12M 2017,432 B,(198 B),234 B,7.42
12M 2018,142 B,(181 B),(39 B),-1.24
12M 2019,(759 B),(109 B),(868 B),-27.54
12M 2020,171 B,(18 B),153 B,4.87
12M 2021,206 B,(56 B),150 B,4.76
12M 2022,514 B,(179 B),336 B,10.64
12M 2023,633 B,(279 B),354 B,11.23
12M 2024,834 B,(120 B),714 B,22.65
