Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,-2.12,,0.31
12M 2009,15.85,64.38,169.51,-89.28,23.02,28.21,5.67,5.33,2.08,2.04,0.44,0.42,9.26,9.26,1.19
12M 2010,18.87,75.02,201.1,-107.21,19.34,15.53,4.87,3.33,2.18,2.07,0.33,0.32,4.24,4.24,1.27
12M 2011,8.83,157.78,264.51,-97.9,41.33,125.66,2.31,1.55,2.17,2.0,0.28,0.26,-11.71,-11.71,0.85
12M 2012,3.14,188.06,205.99,-14.79,116.18,67.87,1.94,1.77,1.63,1.57,0.22,0.2,-5.26,-5.26,0.65
12M 2013,6.05,113.6,117.52,2.13,60.31,44.11,3.21,3.65,1.54,1.47,0.21,0.19,-2.89,-2.89,0.45
12M 2014,5.82,51.69,69.95,-12.44,62.76,75.26,7.06,6.02,5.0,4.73,0.2,0.2,-1.52,-1.52,0.52
12M 2015,7.57,52.81,95.26,-34.88,48.25,53.13,6.91,6.79,1.37,0.71,0.16,0.16,-2.31,-2.31,0.71
12M 2016,10.68,60.87,84.69,-13.14,34.18,27.2,6.0,6.49,0.67,0.67,0.15,0.15,-2.57,-2.57,0.58
12M 2017,7.98,56.91,59.02,5.87,45.76,47.62,6.41,7.25,0.79,0.8,0.19,0.19,-2.01,-2.01,0.43
12M 2018,11.79,54.46,64.35,1.9,30.95,13.42,6.7,6.37,0.8,0.8,0.19,0.19,-2.55,-2.55,0.59
12M 2019,18.99,49.06,54.49,13.56,19.22,19.0,7.44,9.6,0.65,0.66,0.16,0.16,-3.01,-3.01,0.66
12M 2020,14.51,36.61,52.35,-1.23,25.15,29.36,9.97,10.5,0.61,0.62,0.14,0.14,-5.5,-5.5,0.92
12M 2021,6.58,36.53,61.89,-18.78,55.45,47.55,9.99,8.39,0.88,0.89,0.22,0.24,-2.71,-2.71,0.62
12M 2022,3.29,38.95,60.12,-17.88,110.81,67.92,9.37,7.44,1.35,1.34,0.38,0.38,-3.03,-3.03,0.55
12M 2023,3.17,40.49,82.35,-38.69,114.97,69.55,9.01,14.62,1.26,1.35,0.38,0.41,-1.9,-1.9,0.37
12M 2024,3.87,27.26,78.62,-47.49,94.32,95.19,13.39,12.72,1.35,1.34,0.43,0.44,-2.82,-2.82,0.48
