Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.31,0.18,1.96,3.72,0.0,0.0,1.89,0.53,2.72
12M 2009,1.19,1.09,0.59,1.79,0.0,0.0,0.24,0.33,0.79
12M 2010,1.27,1.16,1.09,2.35,0.0,0.0,0.65,0.46,1.35
12M 2011,0.85,0.53,1.29,2.52,0.0,0.0,1.25,0.51,1.52
12M 2012,0.65,0.23,1.72,2.95,0.0,0.0,1.69,0.58,1.95
12M 2013,0.45,0.22,1.67,2.84,0.0,0.0,1.63,0.59,1.84
12M 2014,0.52,0.42,1.08,2.4,0.0,0.0,1.05,0.45,1.38
12M 2015,0.71,0.63,1.38,2.7,0.0,0.0,1.19,0.51,1.68
12M 2016,0.58,0.44,1.38,2.65,0.0,0.0,1.36,0.52,1.63
12M 2017,0.43,0.29,1.38,2.69,0.0,0.0,1.37,0.51,1.67
12M 2018,0.59,0.45,1.45,2.84,0.0,0.0,1.44,0.51,1.82
12M 2019,0.66,0.56,2.04,3.48,0.0,0.0,2.03,0.59,2.46
12M 2020,0.92,0.88,2.17,4.37,0.0,0.0,2.16,0.5,3.36
12M 2021,0.62,0.53,3.57,5.94,0.0,0.0,3.52,0.6,4.93
12M 2022,0.55,0.41,3.49,6.04,0.0,0.0,3.44,0.58,5.03
12M 2023,0.37,0.31,2.34,4.67,0.0,0.0,2.33,0.5,3.66
12M 2024,0.48,0.4,1.82,4.03,0.0,0.0,1.8,0.45,3.02
