Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.30 B,36.58,8.80,0.81,,4.55%,13.71%,4.54%,
12M 2012,0.30 B,41.54,8.47,0.59,,6.59%,14.34%,6.19%,
12M 2013,0.30 B,18.85,16.23,0.39,,2.80%,6.53%,0.73%,
12M 2014,0.30 B,58.48,3.86,0.32,,5.57%,11.38%,3.44%,
12M 2015,0.60 B,29.69,4.04,0.33,,4.57%,10.72%,4.33%,
12M 2016,0.60 B,39.50,3.59,0.41,,5.55%,12.91%,6.45%,
12M 2017,0.60 B,37.79,12.15,1.49,,5.08%,10.72%,5.70%,
12M 2018,0.60 B,41.70,6.62,0.86,26.67 B,5.23%,11.39%,5.39%,
12M 2019,0.60 B,2.04,44.61,0.34,4.57 B,0.27%,0.58%,0.14%,
12M 2020,0.60 B,-12.95,-11.81,0.81,3.04 B,-2.12%,-3.71%,-1.73%,
12M 2021,1.40 B,0.25,556.00,1.63,6.48 B,0.07%,0.11%,0.11%,
12M 2022,1.40 B,0.41,300.00,1.73,4.75 B,0.12%,0.18%,-0.23%,
12M 2023,1.40 B,2.87,43.55,1.39,6.95 B,0.81%,1.24%,0.91%,
12M 2024,1.40 B,3.41,32.26,1.13,5.87 B,0.83%,1.46%,0.53%,
