Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,1.19,352.27,1.19,352.27,,,,,
12M 2011,1.21,266.75,1.21,266.75,,,,,
12M 2012,1.21,289.74,1.21,289.74,,,,,
12M 2013,1.06,288.83,1.06,288.83,,,,,
12M 2014,0.44,513.91,0.44,513.91,,,,,
12M 2015,0.43,277.03,0.43,277.03,,,,,
12M 2016,0.46,305.88,0.46,305.88,,,,,
12M 2017,1.30,352.41,1.30,352.41,,,,,
12M 2018,0.75,366.04,0.75,366.04,,,,,
12M 2019,0.26,348.94,0.26,348.94,,,,,
12M 2020,0.44,349.22,0.44,349.22,,,,,
12M 2021,0.63,220.32,0.63,220.32,,,,,
12M 2022,0.54,227.03,0.54,227.03,,,,,
12M 2023,0.54,231.70,0.54,231.70,,,,,
12M 2024,0.47,233.64,0.47,233.64,,,,,
