Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.85,0.65,2.39,5.5,0.46,0.08,2.05,0.43,4.32
12M 2010,0.87,0.64,0.93,2.67,0.0,0.0,0.9,0.35,1.67
12M 2011,1.14,0.76,0.49,2.11,0.0,0.0,0.43,0.23,1.06
12M 2012,1.22,0.84,0.38,2.12,0.0,0.0,0.32,0.18,1.04
12M 2013,1.3,0.9,0.58,2.85,0.0,0.0,0.51,0.2,1.53
12M 2014,1.33,0.92,0.7,3.08,0.0,0.0,0.62,0.23,1.71
12M 2015,1.34,0.91,0.75,2.95,0.0,0.0,0.68,0.25,1.57
12M 2016,1.48,1.0,0.4,2.91,0.0,0.0,0.34,0.14,1.49
12M 2017,1.44,0.9,0.61,3.25,0.0,0.0,0.55,0.19,1.75
12M 2018,1.61,0.99,0.53,2.97,0.0,0.0,0.46,0.18,1.44
12M 2019,1.81,0.93,0.46,2.22,0.0,0.0,0.41,0.2,0.94
12M 2020,1.77,1.08,0.27,2.08,0.0,0.0,0.22,0.13,0.79
12M 2021,1.83,1.16,0.33,1.74,0.0,0.0,0.19,0.19,0.73
12M 2022,1.41,0.69,0.68,2.07,0.0,0.0,0.63,0.33,1.06
12M 2023,1.29,0.74,0.72,2.18,0.0,0.0,0.57,0.33,1.17
12M 2024,1.23,0.69,0.57,2.01,0.0,0.0,0.45,0.28,1.0
