Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,,,0.85
12M 2010,61.21,27.11,61.3,27.02,5.96,,13.47,,4.84,,2.06,,-28.47,,0.87
12M 2011,62.52,37.44,58.57,41.39,5.84,5.67,9.75,8.98,3.96,3.77,1.8,1.67,23.84,23.84,1.14
12M 2012,75.09,48.34,72.55,50.88,4.86,4.53,7.55,7.1,3.76,3.73,1.6,1.53,14.66,14.66,1.22
12M 2013,78.98,53.28,83.52,48.74,4.62,4.05,6.85,6.16,4.42,4.23,1.64,1.51,8.85,8.85,1.3
12M 2014,91.7,60.72,90.08,62.34,3.98,3.44,6.01,5.47,4.57,4.43,1.5,1.37,8.13,8.13,1.33
12M 2015,99.85,65.17,85.43,79.59,3.66,3.65,5.6,5.56,4.71,4.29,1.49,1.46,8.49,8.49,1.34
12M 2016,92.35,57.65,76.15,73.85,3.95,3.72,6.33,5.98,5.83,5.99,1.72,1.65,6.91,6.91,1.48
12M 2017,96.52,70.21,91.7,75.03,3.78,3.78,5.2,4.9,5.48,4.77,1.56,1.47,6.65,6.65,1.44
12M 2018,91.42,78.73,87.41,82.74,3.99,3.9,4.64,4.66,5.31,5.29,1.54,1.53,5.57,5.57,1.61
12M 2019,72.18,89.19,68.1,93.27,5.06,4.76,4.09,3.21,4.04,2.78,1.51,1.18,4.64,4.64,1.81
12M 2020,85.71,97.3,72.97,110.04,4.26,4.06,3.75,3.87,2.75,2.69,1.18,1.17,4.75,4.75,1.77
12M 2021,76.17,73.14,67.39,81.92,4.79,4.7,4.99,4.46,3.21,3.07,1.35,1.25,4.52,4.52,1.83
12M 2022,74.16,98.87,72.01,101.02,4.92,5.4,3.69,3.22,2.08,1.7,1.01,0.9,6.8,6.8,1.41
12M 2023,64.85,93.97,66.38,92.44,5.63,4.74,3.88,3.66,1.94,1.95,1.0,0.94,8.4,8.4,1.29
12M 2024,69.31,89.09,77.5,80.9,5.27,4.97,4.1,3.81,1.94,1.75,0.98,0.91,10.32,10.32,1.23
