Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.99,0.49,0.04,4.28,0.0,0.0,-0.53,0.01,3.28
12M 2012,1.01,0.51,0.03,4.3,0.0,0.0,-0.57,0.01,3.22
12M 2013,1.06,0.59,0.26,4.29,0.0,0.0,-0.35,0.06,3.22
12M 2014,1.41,1.11,0.09,1.76,0.0,0.0,-0.39,0.05,0.73
12M 2015,1.37,1.02,0.24,2.02,0.0,0.0,-0.13,0.12,0.99
12M 2016,1.31,0.94,0.28,1.93,0.0,0.0,0.05,0.14,0.9
12M 2017,1.03,0.79,0.54,2.64,0.0,0.0,0.3,0.2,1.61
12M 2018,1.12,0.89,0.61,2.9,0.0,0.0,0.33,0.21,1.87
12M 2019,1.16,0.97,0.84,3.01,0.0,0.0,0.38,0.28,1.99
12M 2020,1.12,0.95,0.27,2.56,0.0,0.0,-0.19,0.11,1.54
12M 2021,1.11,0.91,0.43,2.64,0.0,0.0,-0.09,0.16,1.62
12M 2022,1.12,0.93,0.41,2.68,0.0,0.0,-0.03,0.15,1.65
12M 2023,1.18,0.92,0.11,2.16,0.0,0.0,-0.01,0.05,1.13
12M 2024,1.29,1.05,0.13,2.0,0.0,0.0,-0.03,0.07,0.98
