Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,-149.15,,0.99
12M 2012,55.4,163.9,77.98,141.32,6.59,,2.23,,4.0,,0.96,,127.2,,1.01
12M 2013,50.48,139.74,60.36,129.86,7.23,12.53,2.61,5.33,3.31,5.22,0.99,1.81,26.0,26.0,1.06
12M 2014,49.99,85.27,48.74,86.52,7.3,6.82,4.28,5.29,2.44,2.08,0.98,0.86,5.31,5.31,1.41
12M 2015,71.95,84.82,76.77,80.0,5.07,5.19,4.3,3.77,1.45,1.37,0.64,0.64,4.01,4.01,1.37
12M 2016,64.14,80.72,74.88,69.98,5.69,5.54,4.52,4.13,1.65,1.64,0.76,0.76,6.04,6.04,1.31
12M 2017,63.74,67.19,73.36,57.57,5.73,4.49,5.43,4.41,2.19,2.08,0.91,0.78,39.7,39.7,1.03
12M 2018,64.06,67.6,71.5,60.16,5.7,5.16,5.4,5.02,2.46,2.37,0.87,0.83,11.13,11.13,1.12
12M 2019,64.99,70.07,60.85,74.21,5.62,5.28,5.21,5.16,2.38,2.36,0.74,0.73,7.27,7.27,1.16
12M 2020,73.8,78.87,141.97,10.7,4.95,6.11,4.63,4.87,1.61,1.65,0.51,0.54,8.87,8.87,1.12
12M 2021,58.93,77.66,217.16,-80.57,6.19,5.81,4.7,3.87,1.46,1.45,0.51,0.51,8.03,8.03,1.11
12M 2022,48.8,69.05,150.27,-32.42,7.48,6.63,5.29,4.99,1.94,1.95,0.65,0.66,8.87,8.87,1.12
12M 2023,76.27,95.63,195.21,-23.31,4.79,4.18,3.82,3.98,1.39,1.41,0.49,0.54,6.4,6.4,1.18
12M 2024,69.95,68.03,162.76,-24.78,5.22,5.0,5.37,5.53,1.63,1.63,0.66,0.68,5.51,5.51,1.29
