Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.14 B,3.86,11.40,1.15,,0.41%,0.56%,-0.69%,
12M 2009,0.14 B,47.12,1.57,0.77,,3.82%,6.53%,3.73%,
12M 2010,0.14 B,80.16,1.12,0.67,,5.98%,10.13%,3.01%,
12M 2011,2.94 B,5.83,22.47,14.30,,3.60%,4.15%,4.03%,
12M 2012,2.94 B,1.38,92.75,34.58,,0.82%,0.97%,-0.68%,
12M 2013,2.94 B,4.15,78.80,37.97,,2.39%,2.85%,1.06%,
12M 2014,2.94 B,10.12,35.77,14.96,,5.10%,6.49%,5.99%,
12M 2015,2.94 B,8.70,48.74,14.93,,3.90%,5.24%,6.14%,
12M 2016,11.76 B,5.73,74.69,32.83,,3.60%,4.57%,6.46%,
12M 2017,11.76 B,10.20,45.69,21.48,,5.01%,7.52%,6.94%,
12M 2018,11.77 B,5.74,94.08,13.42,118.07 B,2.33%,4.06%,4.32%,
12M 2019,11.77 B,8.47,81.46,6.80,188.32 B,2.73%,5.64%,5.62%,
12M 2020,11.77 B,10.29,76.29,4.06,220.97 B,2.48%,6.41%,4.99%,
12M 2021,11.77 B,8.40,132.74,5.98,184.36 B,1.66%,4.86%,3.20%,
12M 2022,11.77 B,12.96,87.19,5.62,212.25 B,2.22%,6.98%,3.14%,
12M 2023,11.77 B,8.92,128.36,6.28,180.35 B,1.56%,4.47%,2.51%,
12M 2024,11.77 B,11.08,98.83,5.59,222.64 B,1.79%,5.17%,3.05%,
