Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,1.58,,0.03,,,0.0
12M 2009,,,,,,,,,1.24,1.31,0.09,0.08,,,0.0
12M 2010,,,,,,,,,1.64,1.81,0.1,0.08,,,0.0
12M 2011,,,,,,,,,2.85,2.45,0.08,0.06,,,0.0
12M 2012,,,,,,,,,1.13,1.3,0.02,0.02,,,0.0
12M 2013,,,,,,,,,0.65,0.67,0.05,0.05,,,0.0
12M 2014,,,,,,,,,1.01,1.01,0.13,0.12,,,0.0
12M 2015,,,,,,,,,1.2,1.21,0.13,0.13,,,0.0
12M 2016,,,,,,,,,1.28,1.27,0.12,0.11,,,0.0
12M 2017,,,,,,,,,1.48,1.49,0.12,0.11,,,0.0
12M 2018,,,,,,,,,2.66,2.58,0.18,0.18,,,0.0
12M 2019,,,,,,,,,6.57,6.61,0.36,0.36,,,0.0
12M 2020,,,,,,,,,12.3,12.37,0.53,0.45,,,0.0
12M 2021,,,,,,,,,19.72,71.49,0.41,0.36,,,0.0
12M 2022,,,,,,,,,97.59,115.18,0.37,0.35,,,0.0
12M 2023,,,,,,,,,134.66,138.18,0.32,0.31,,,0.0
12M 2024,,,,,,,,,152.88,150.94,0.33,0.32,,,0.0
