Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,14 B,(6 B),8 B,60.40
12M 2009,4 B,(11 B),(7 B),-49.29
12M 2010,(8 B),(2 B),(10 B),-70.09
12M 2011,5 B,(7 B),(2 B),-0.72
12M 2012,1 B,(1 B),0 B,0.12
12M 2013,(239 B),(65 B),(304 B),-103.50
12M 2014,(35 B),(5 B),(41 B),-13.89
12M 2015,13 B,(1 B),13 B,4.32
12M 2016,(812 B),(107 B),(919 B),-78.11
12M 2017,(132 B),(3 B),(135 B),-11.48
12M 2018,(122 B),(16 B),(138 B),-11.71
12M 2019,623 B,(1 B),621 B,52.81
12M 2020,497 B,(1 B),496 B,42.15
12M 2021,"1,515 B",(1 B),"1,513 B",128.62
12M 2022,339 B,(1 B),339 B,28.77
12M 2023,(95 B),(0 B),(96 B),-8.14
12M 2024,(94 B),(1 B),(95 B),-8.10
