Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2015,1.31,0.64,0.38,1.72,0.0,0.0,0.35,0.22,0.72
12M 2016,1.3,0.61,0.33,1.7,0.0,0.0,0.31,0.2,0.7
12M 2017,1.23,0.58,0.33,1.69,0.0,0.0,0.31,0.19,0.69
12M 2018,1.14,0.57,0.56,1.99,0.0,0.0,0.51,0.28,0.95
12M 2019,1.07,0.52,0.65,2.07,0.0,0.0,0.63,0.31,1.03
12M 2020,1.15,0.58,0.55,1.91,0.0,0.0,0.54,0.29,0.88
12M 2021,1.17,0.58,0.58,1.96,0.0,0.0,0.57,0.3,0.92
12M 2022,0.99,0.4,0.8,2.15,0.0,0.0,0.78,0.37,1.09
12M 2023,0.95,0.45,0.8,2.14,0.0,0.0,0.78,0.38,1.07
12M 2024,0.96,0.46,0.76,2.14,0.0,0.0,0.75,0.36,1.07
