Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,9.16,,1.31
12M 2016,67.9,106.97,58.48,116.39,5.38,5.41,3.41,3.36,1.09,1.14,0.68,0.69,8.32,8.32,1.3
12M 2017,65.03,105.79,66.09,104.73,5.61,5.45,3.45,3.42,1.17,1.19,0.71,0.71,10.64,10.64,1.23
12M 2018,64.95,104.34,71.18,98.11,5.62,4.89,3.5,3.27,1.16,1.1,0.69,0.63,14.61,14.61,1.14
12M 2019,72.89,113.66,83.35,103.2,5.01,4.86,3.21,3.15,0.98,0.93,0.59,0.58,27.26,27.26,1.07
12M 2020,65.45,95.26,68.32,92.39,5.58,5.29,3.83,3.8,1.11,1.08,0.7,0.69,17.24,17.24,1.15
12M 2021,64.72,90.49,56.7,98.51,5.64,5.15,4.03,3.5,1.38,1.39,0.83,0.79,13.68,13.68,1.17
12M 2022,68.33,113.54,57.62,124.25,5.34,5.36,3.21,2.88,1.25,1.12,0.73,0.67,-276.77,-276.77,0.99
12M 2023,75.63,125.56,55.19,146.0,4.83,5.34,2.91,3.38,0.88,0.89,0.55,0.58,-40.19,-40.19,0.95
12M 2024,68.79,101.03,47.28,122.54,5.31,4.75,3.61,3.57,1.04,1.07,0.66,0.66,-48.99,-48.99,0.96
