Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,2.81 B,9.01,34.41,0.35,,0.75%,1.29%,5.48%,1.81
12M 2016,2.81 B,12.04,24.92,0.37,,1.03%,1.75%,2.11%,1.42
12M 2017,2.81 B,13.60,27.50,0.45,,1.15%,1.93%,1.50%,1.29
12M 2018,2.81 B,22.95,17.43,0.43,225.19 B,1.50%,2.98%,2.37%,1.44
12M 2019,2.81 B,16.36,23.23,0.42,197.67 B,1.06%,2.19%,1.81%,1.09
12M 2020,2.81 B,26.62,15.70,0.39,377.95 B,1.78%,3.40%,5.58%,3.08
12M 2021,2.81 B,61.04,9.50,0.45,462.50 B,3.70%,7.25%,8.04%,4.70
12M 2022,2.81 B,48.80,15.06,0.54,415.35 B,2.37%,5.10%,5.73%,3.22
12M 2023,2.81 B,-86.73,-6.92,0.56,174.73 B,-4.83%,-10.31%,-1.56%,-0.48
12M 2024,2.81 B,11.56,51.90,0.49,399.89 B,0.61%,1.30%,3.89%,1.04
