Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,2.8,2.8,0.11,1.69,0.0,0.0,-0.01,0.06,0.34
12M 2013,1.92,1.92,0.13,1.85,0.0,0.0,-0.05,0.07,0.51
12M 2014,1.75,1.74,0.2,1.93,0.0,0.0,0.08,0.11,0.58
12M 2015,2.08,2.07,0.14,1.86,0.0,0.0,0.05,0.07,0.41
12M 2016,1.59,1.58,0.12,1.81,0.0,0.0,0.08,0.07,0.36
12M 2017,1.65,1.65,0.0,1.82,0.0,0.0,0.07,0.06,0.37
12M 2018,2.28,2.28,0.12,1.8,0.0,0.0,0.07,0.06,0.35
12M 2019,2.07,2.06,0.12,1.81,0.0,0.0,0.07,0.07,0.33
12M 2020,2.51,2.5,0.07,1.79,0.0,0.0,0.02,0.04,0.31
12M 2021,2.38,2.37,0.02,1.74,0.0,0.0,-0.1,0.01,0.28
12M 2022,3.1,3.1,0.03,1.66,0.0,0.0,-0.12,0.02,0.23
12M 2023,4.89,4.88,0.04,1.63,0.0,0.0,-0.1,0.03,0.22
12M 2024,6.97,6.96,0.05,1.52,0.0,0.0,-0.07,0.03,0.11
