Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,0.42,,2.8
12M 2013,21.28,2.68,45.49,-21.53,17.15,32.07,136.26,265.12,1.4,2.53,0.12,0.22,0.6,0.6,1.92
12M 2014,18.29,3.75,39.22,-17.18,19.96,20.49,97.25,74.24,1.39,1.25,0.14,0.13,0.9,0.9,1.75
12M 2015,11.99,4.16,31.01,-14.86,30.44,27.3,87.73,91.19,1.73,1.74,0.18,0.18,1.1,1.1,2.08
12M 2016,14.57,4.32,25.52,-6.63,25.05,22.59,84.52,85.11,1.53,1.55,0.16,0.16,1.63,1.63,1.59
12M 2017,16.21,4.27,19.46,1.02,22.51,21.11,85.53,92.07,1.5,1.53,0.15,0.15,1.35,1.35,1.65
12M 2018,10.8,4.56,21.79,-10.99,33.8,32.17,80.04,82.15,1.78,1.8,0.17,0.17,1.08,1.08,2.28
12M 2019,10.28,3.99,17.0,-2.73,35.51,25.86,91.57,92.99,3.25,11.57,0.18,0.18,1.21,1.21,2.07
12M 2020,14.37,4.67,18.47,0.57,25.41,25.97,78.24,99.08,7.83,7.82,0.12,0.12,0.7,0.7,2.51
12M 2021,5.89,2.85,14.51,-5.77,61.93,54.53,128.09,132.72,9.04,7.49,0.17,0.17,0.95,0.95,2.38
12M 2022,8.59,3.53,20.63,-8.51,42.51,30.74,103.42,97.35,7.31,7.36,0.17,0.17,0.72,0.72,3.1
12M 2023,14.76,4.24,25.08,-6.08,24.73,27.25,86.04,85.63,7.31,9.34,0.14,0.14,0.52,0.52,4.89
12M 2024,10.74,2.31,18.64,-5.59,33.99,29.0,158.22,94.07,11.83,11.95,0.2,0.2,0.71,0.71,6.97
