Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,1.10 B,42.52,0.00,0.00,,5.32%,20.14%,76.14%,4.51
12M 2014,1.10 B,156.87,8.35,0.90,,17.32%,30.16%,51.18%,27.92
12M 2015,1.23 B,378.24,2.95,0.47,,30.83%,45.57%,76.64%,141.27
12M 2016,1.23 B,294.00,7.11,1.03,,23.08%,29.31%,41.56%,150.07
12M 2017,1.23 B,639.45,4.54,1.03,,36.03%,47.36%,70.62%,316.72
12M 2018,1.23 B,584.15,4.88,0.95,"1,048.08 B",28.53%,39.87%,52.84%,151.78
12M 2019,1.23 B,406.75,4.87,0.66,794.00 B,18.65%,24.66%,33.50%,84.73
12M 2020,1.23 B,326.24,8.25,1.13,690.78 B,15.60%,20.54%,24.98%,30.06
12M 2021,1.23 B,1172.74,3.07,1.00,"2,006.62 B",39.11%,50.41%,73.34%,188.32
12M 2022,1.23 B,2174.43,3.51,1.40,"3,590.51 B",55.83%,68.52%,98.54%,838.71
12M 2023,1.23 B,269.65,15.76,1.53,349.03 B,9.34%,12.51%,7.12%,
12M 2024,1.23 B,246.72,10.90,0.96,397.67 B,7.90%,10.14%,10.41%,
