Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.72,0.52,0.61,3.78,0.0,0.0,0.09,0.16,2.78
12M 2014,1.4,0.96,0.1,1.74,0.0,0.0,-0.13,0.06,0.74
12M 2015,2.07,1.68,0.02,1.48,0.0,0.0,-0.25,0.01,0.48
12M 2016,3.45,3.01,0.0,1.27,0.0,0.0,-0.44,0.0,0.27
12M 2017,3.16,2.55,0.0,1.31,0.0,0.0,-0.57,0.0,0.31
12M 2018,2.64,2.08,0.05,1.4,0.0,0.0,-0.38,0.04,0.4
12M 2019,3.6,3.29,0.06,1.32,0.0,0.0,-0.14,0.05,0.32
12M 2020,3.74,3.35,0.09,1.32,0.0,0.0,-0.24,0.07,0.32
12M 2021,3.98,3.76,0.02,1.29,0.0,0.0,-0.3,0.02,0.29
12M 2022,5.36,4.75,0.0,1.23,0.0,0.0,-0.41,0.0,0.23
12M 2023,3.74,3.25,0.0,1.34,0.0,0.0,-0.49,0.0,0.33
12M 2024,4.43,3.81,0.03,1.28,0.0,0.0,-0.64,0.02,0.28
