Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2006,0.00 B,38313.72,0.00,0.00,,1.47%,3.28%,6.72%,
12M 2007,0.54 B,11.97,0.00,0.00,,1.54%,10.28%,3.79%,
12M 2008,1.00 B,11.91,4.20,0.34,,2.00%,10.05%,3.83%,
12M 2009,1.00 B,16.19,5.00,0.53,,2.52%,12.03%,3.87%,
12M 2010,1.00 B,25.86,4.87,0.65,,2.70%,16.11%,4.74%,
12M 2011,1.00 B,24.60,5.20,0.52,,1.62%,13.29%,2.90%,
12M 2012,1.00 B,33.02,3.06,0.31,,1.69%,15.14%,2.53%,
12M 2013,1.00 B,34.49,2.67,0.25,,1.65%,13.51%,3.38%,
12M 2014,1.00 B,24.03,3.33,0.20,,1.12%,8.63%,2.71%,
12M 2015,1.00 B,2.41,65.56,0.42,,0.13%,0.85%,0.30%,
12M 2016,1.00 B,6.45,22.95,0.44,,0.36%,2.26%,0.48%,
12M 2017,2.59 B,2.92,31.85,0.74,,0.43%,1.63%,0.48%,
12M 2018,2.59 B,-74.56,-1.56,1.33,(189.15 B),-12.31%,-71.09%,-11.65%,
12M 2019,5.69 B,0.31,451.61,2.39,12.26 B,0.07%,0.26%,0.24%,
12M 2020,5.69 B,0.53,196.23,1.91,16.04 B,0.11%,0.47%,-0.02%,
12M 2021,5.69 B,-1.37,-109.49,2.82,35.19 B,-0.33%,-1.24%,0.35%,
12M 2022,5.69 B,10.91,9.44,1.76,76.32 B,2.52%,8.99%,2.40%,
12M 2023,5.69 B,10.75,8.00,1.22,79.98 B,2.19%,8.15%,2.36%,
12M 2024,5.69 B,-0.38,-231.58,1.07,13.33 B,-0.07%,-0.29%,-0.15%,
