Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2006,0.00,1168912.34,0.00,1168912.34,,,,,
12M 2007,0.00,116.48,0.00,116.48,,,,,
12M 2008,0.42,118.44,0.42,118.44,,,,,
12M 2009,0.60,134.63,0.60,134.63,,,,,
12M 2010,0.78,160.53,0.78,160.53,,,,,
12M 2011,0.69,185.14,0.69,185.14,,,,,
12M 2012,0.46,218.16,0.46,218.16,,,,,
12M 2013,0.36,255.27,0.36,255.27,,,,,
12M 2014,0.29,278.44,0.29,278.44,,,,,
12M 2015,0.56,283.78,0.56,283.78,,,,,
12M 2016,0.52,286.17,0.52,286.17,,,,,
12M 2017,0.52,179.58,0.52,179.58,,,,,
12M 2018,1.11,104.88,1.11,104.88,,,,,
12M 2019,1.19,117.56,1.19,117.56,,,,,
12M 2020,0.94,111.11,0.94,111.11,,,,,
12M 2021,1.36,109.94,1.36,109.94,,,,,
12M 2022,0.85,121.30,0.85,121.30,,,,,
12M 2023,0.65,131.96,0.65,131.96,,,,,
12M 2024,0.67,130.82,0.67,130.82,,,,,
